                                               28 Sep 2025 19:35:01
FigureOfMerit-FigureOfMerit1


                        Coverage Properties                        
-------------------------------------------------------------------
Global Coverage                                                    
Grid Altitude: 0.0000 (km)                                         
Ground Altitude set from grid altitude reference (On ellipsoid)    
Resolution: 4.0000 (deg)                                           
Number of Points: 2588                                             
Assets required for a valid access: At Least 1                     
Assigned Assets:                                                   
    Satellite/C_Sat/Sensor/C_Camera:    Active                     
    Satellite/R_Sat/Sensor/R_Camera:    Active                     
    Satellite/S_Sat/Sensor/S_Camera:    Active                     
Access Interval: 1 May 2024 16:00:00.000 to 2 May 2024 16:00:00.000
Regional Acceleration: Automatic                                   
Light time delay: Ignored                                          
Maximum Sampling Time Step: 360.000 secs                           
Minimum Sampling Time Step: 0.010 secs                             
Time Convergence: 5.000e-03 secs                                   
Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         


            FOM Properties           
-------------------------------------
Total Number Of Accesses             
Satisfaction is not enabled          
FOM value range check is not enabled.


Latitude (deg)    Longitude (deg)    FOM Value
       -14.000             43.448            0
       -14.000             47.586            2
       -14.000             51.724            3
       -14.000             55.862            1
       -14.000             60.000            0
       -14.000             64.138            0
       -14.000             68.276            0
       -14.000             72.414            2
       -14.000             76.552            4
       -14.000             80.690            1
       -14.000             84.828            1
       -14.000             88.966            0
       -14.000             93.103            1
       -14.000             97.241            0
       -14.000            101.379            2
       -14.000            105.517            2
       -14.000            109.655            1
       -14.000            113.793            0
       -14.000            117.931            1
       -14.000            122.069            0
       -14.000            126.207            2
       -14.000            130.345            1
       -14.000            134.483            2
       -14.000            138.621            0
       -14.000            142.759            1
       -14.000            146.897            1
       -14.000            151.034            2
       -14.000            155.172            1
       -14.000            159.310            2
       -14.000            163.448            0
       -14.000            167.586            0
       -14.000            171.724            0
       -14.000            175.862            2
       -14.000            180.000            2
       -14.000            184.138            1
       -14.000            188.276            0
       -14.000            192.414            1
       -14.000            196.552            2
       -14.000            200.690            1
       -14.000            204.828            2
       -14.000            208.966            1
       -14.000            213.103            0
       -14.000            217.241            1
       -14.000            221.379            1
       -14.000            225.517            1
       -14.000            229.655            1
       -14.000            233.793            1
       -14.000            237.931            0
       -14.000            242.069            1
       -14.000            246.207            1
       -14.000            250.345            1
       -14.000            254.483            0
       -14.000            258.621            1
       -14.000            262.759            2
       -14.000            266.897            1
       -14.000            271.034            0
       -14.000            275.172            1
       -14.000            279.310            0
       -14.000            283.448            1
       -14.000            287.586            1
       -14.000            291.724            1
       -14.000            295.862            1
       -14.000            300.000            0
       -14.000            304.138            0
       -14.000            308.276            1
       -14.000            312.414            2
       -14.000            316.552            1
       -14.000            320.690            2
       -14.000            324.828            0
       -14.000            328.966            0
       -14.000            333.103            1
       -14.000            337.241            3
       -14.000            341.379            0
       -14.000            345.517            1
       -14.000            349.655            0
       -14.000            353.793            0
       -14.000            357.931            1
       -10.000              2.000            1
       -10.000              6.000            2
       -10.000             10.000            1
       -10.000             14.000            0
       -10.000             18.000            0
       -10.000             22.000            1
       -10.000             26.000            1
       -10.000             30.000            2
       -10.000             34.000            1
       -10.000             38.000            0
       -10.000             42.000            0
       -10.000             46.000            1
       -10.000             50.000            2
       -10.000             54.000            2
       -10.000             58.000            0
       -10.000             62.000            0
       -10.000             66.000            0
       -10.000             70.000            1
       -10.000             74.000            1
       -10.000             78.000            3
       -10.000             82.000            2
       -10.000             86.000            0
       -10.000             90.000            0
       -10.000             94.000            1
       -10.000             98.000            1
       -10.000            102.000            2
       -10.000            106.000            2
       -10.000            110.000            1
       -10.000            114.000            0
       -10.000            118.000            1
       -10.000            122.000            0
       -10.000            126.000            1
       -10.000            130.000            2
       -10.000            134.000            2
       -10.000            138.000            0
       -10.000            142.000            1
       -10.000            146.000            0
       -10.000            150.000            1
       -10.000            154.000            1
       -10.000            158.000            2
       -10.000            162.000            0
       -10.000            166.000            1
       -10.000            170.000            1
       -10.000            174.000            1
       -10.000            178.000            1
       -10.000            182.000            3
       -10.000            186.000            0
       -10.000            190.000            0
       -10.000            194.000            1
       -10.000            198.000            2
       -10.000            202.000            0
       -10.000            206.000            2
       -10.000            210.000            1
       -10.000            214.000            0
       -10.000            218.000            1
       -10.000            222.000            1
       -10.000            226.000            1
       -10.000            230.000            2
       -10.000            234.000            1
       -10.000            238.000            0
       -10.000            242.000            1
       -10.000            246.000            1
       -10.000            250.000            1
       -10.000            254.000            0
       -10.000            258.000            1
       -10.000            262.000            1
       -10.000            266.000            2
       -10.000            270.000            0
       -10.000            274.000            1
       -10.000            278.000            0
       -10.000            282.000            1
       -10.000            286.000            1
       -10.000            290.000            3
       -10.000            294.000            0
       -10.000            298.000            1
       -10.000            302.000            0
       -10.000            306.000            1
       -10.000            310.000            1
       -10.000            314.000            3
       -10.000            318.000            0
       -10.000            322.000            1
       -10.000            326.000            0
       -10.000            330.000            1
       -10.000            334.000            1
       -10.000            338.000            3
       -10.000            342.000            2
       -10.000            346.000            1
       -10.000            350.000            0
       -10.000            354.000            0
       -10.000            358.000            1
        -6.000              2.000            1
        -6.000              6.000            2
        -6.000             10.000            1
        -6.000             14.000            0
        -6.000             18.000            1
        -6.000             22.000            1
        -6.000             26.000            1
        -6.000             30.000            2
        -6.000             34.000            1
        -6.000             38.000            0
        -6.000             42.000            0
        -6.000             46.000            1
        -6.000             50.000            1
        -6.000             54.000            1
        -6.000             58.000            1
        -6.000             62.000            0
        -6.000             66.000            0
        -6.000             70.000            1
        -6.000             74.000            2
        -6.000             78.000            3
        -6.000             82.000            2
        -6.000             86.000            0
        -6.000             90.000            0
        -6.000             94.000            0
        -6.000             98.000            2
        -6.000            102.000            2
        -6.000            106.000            2
        -6.000            110.000            0
        -6.000            114.000            0
        -6.000            118.000            0
        -6.000            122.000            0
        -6.000            126.000            2
        -6.000            130.000            2
        -6.000            134.000            2
        -6.000            138.000            0
        -6.000            142.000            1
        -6.000            146.000            0
        -6.000            150.000            1
        -6.000            154.000            1
        -6.000            158.000            3
        -6.000            162.000            0
        -6.000            166.000            1
        -6.000            170.000            0
        -6.000            174.000            1
        -6.000            178.000            1
        -6.000            182.000            2
        -6.000            186.000            0
        -6.000            190.000            0
        -6.000            194.000            1
        -6.000            198.000            2
        -6.000            202.000            1
        -6.000            206.000            2
        -6.000            210.000            0
        -6.000            214.000            0
        -6.000            218.000            1
        -6.000            222.000            1
        -6.000            226.000            1
        -6.000            230.000            2
        -6.000            234.000            1
        -6.000            238.000            0
        -6.000            242.000            2
        -6.000            246.000            1
        -6.000            250.000            1
        -6.000            254.000            1
        -6.000            258.000            1
        -6.000            262.000            0
        -6.000            266.000            2
        -6.000            270.000            0
        -6.000            274.000            0
        -6.000            278.000            1
        -6.000            282.000            1
        -6.000            286.000            1
        -6.000            290.000            3
        -6.000            294.000            1
        -6.000            298.000            0
        -6.000            302.000            0
        -6.000            306.000            1
        -6.000            310.000            0
        -6.000            314.000            2
        -6.000            318.000            2
        -6.000            322.000            1
        -6.000            326.000            0
        -6.000            330.000            1
        -6.000            334.000            0
        -6.000            338.000            2
        -6.000            342.000            2
        -6.000            346.000            1
        -6.000            350.000            0
        -6.000            354.000            1
        -6.000            358.000            1
        -2.000              2.000            1
        -2.000              6.000            1
        -2.000             10.000            2
        -2.000             14.000            0
        -2.000             18.000            1
        -2.000             22.000            0
        -2.000             26.000            1
        -2.000             30.000            1
        -2.000             34.000            2
        -2.000             38.000            0
        -2.000             42.000            1
        -2.000             46.000            1
        -2.000             50.000            2
        -2.000             54.000            1
        -2.000             58.000            1
        -2.000             62.000            0
        -2.000             66.000            1
        -2.000             70.000            1
        -2.000             74.000            2
        -2.000             78.000            2
        -2.000             82.000            1
        -2.000             86.000            1
        -2.000             90.000            0
        -2.000             94.000            0
        -2.000             98.000            2
        -2.000            102.000            3
        -2.000            106.000            1
        -2.000            110.000            1
        -2.000            114.000            0
        -2.000            118.000            0
        -2.000            122.000            1
        -2.000            126.000            3
        -2.000            130.000            1
        -2.000            134.000            2
        -2.000            138.000            0
        -2.000            142.000            0
        -2.000            146.000            0
        -2.000            150.000            2
        -2.000            154.000            1
        -2.000            158.000            1
        -2.000            162.000            0
        -2.000            166.000            0
        -2.000            170.000            0
        -2.000            174.000            0
        -2.000            178.000            2
        -2.000            182.000            1
        -2.000            186.000            1
        -2.000            190.000            0
        -2.000            194.000            2
        -2.000            198.000            1
        -2.000            202.000            2
        -2.000            206.000            1
        -2.000            210.000            1
        -2.000            214.000            0
        -2.000            218.000            2
        -2.000            222.000            1
        -2.000            226.000            2
        -2.000            230.000            1
        -2.000            234.000            1
        -2.000            238.000            0
        -2.000            242.000            2
        -2.000            246.000            1
        -2.000            250.000            1
        -2.000            254.000            1
        -2.000            258.000            0
        -2.000            262.000            0
        -2.000            266.000            2
        -2.000            270.000            2
        -2.000            274.000            0
        -2.000            278.000            1
        -2.000            282.000            0
        -2.000            286.000            0
        -2.000            290.000            1
        -2.000            294.000            2
        -2.000            298.000            0
        -2.000            302.000            1
        -2.000            306.000            1
        -2.000            310.000            0
        -2.000            314.000            1
        -2.000            318.000            2
        -2.000            322.000            0
        -2.000            326.000            1
        -2.000            330.000            1
        -2.000            334.000            0
        -2.000            338.000            2
        -2.000            342.000            2
        -2.000            346.000            2
        -2.000            350.000            0
        -2.000            354.000            1
        -2.000            358.000            0
         2.000              2.000            0
         2.000              6.000            1
         2.000             10.000            2
         2.000             14.000            1
         2.000             18.000            1
         2.000             22.000            0
         2.000             26.000            2
         2.000             30.000            1
         2.000             34.000            2
         2.000             38.000            1
         2.000             42.000            1
         2.000             46.000            0
         2.000             50.000            2
         2.000             54.000            1
         2.000             58.000            1
         2.000             62.000            1
         2.000             66.000            1
         2.000             70.000            0
         2.000             74.000            3
         2.000             78.000            2
         2.000             82.000            0
         2.000             86.000            1
         2.000             90.000            0
         2.000             94.000            0
         2.000             98.000            1
         2.000            102.000            2
         2.000            106.000            0
         2.000            110.000            1
         2.000            114.000            0
         2.000            118.000            0
         2.000            122.000            1
         2.000            126.000            2
         2.000            130.000            0
         2.000            134.000            1
         2.000            138.000            1
         2.000            142.000            0
         2.000            146.000            2
         2.000            150.000            2
         2.000            154.000            2
         2.000            158.000            0
         2.000            162.000            1
         2.000            166.000            0
         2.000            170.000            2
         2.000            174.000            2
         2.000            178.000            2
         2.000            182.000            0
         2.000            186.000            1
         2.000            190.000            0
         2.000            194.000            1
         2.000            198.000            1
         2.000            202.000            2
         2.000            206.000            0
         2.000            210.000            1
         2.000            214.000            0
         2.000            218.000            2
         2.000            222.000            1
         2.000            226.000            2
         2.000            230.000            0
         2.000            234.000            1
         2.000            238.000            1
         2.000            242.000            2
         2.000            246.000            1
         2.000            250.000            1
         2.000            254.000            1
         2.000            258.000            0
         2.000            262.000            1
         2.000            266.000            2
         2.000            270.000            3
         2.000            274.000            1
         2.000            278.000            1
         2.000            282.000            0
         2.000            286.000            0
         2.000            290.000            2
         2.000            294.000            3
         2.000            298.000            1
         2.000            302.000            2
         2.000            306.000            0
         2.000            310.000            0
         2.000            314.000            1
         2.000            318.000            2
         2.000            322.000            1
         2.000            326.000            1
         2.000            330.000            0
         2.000            334.000            0
         2.000            338.000            0
         2.000            342.000            0
         2.000            346.000            1
         2.000            350.000            1
         2.000            354.000            1
         2.000            358.000            1
         6.000              2.000            1
         6.000              6.000            2
         6.000             10.000            0
         6.000             14.000            2
         6.000             18.000            0
         6.000             22.000            0
         6.000             26.000            1
         6.000             30.000            1
         6.000             34.000            1
         6.000             38.000            2
         6.000             42.000            1
         6.000             46.000            0
         6.000             50.000            1
         6.000             54.000            1
         6.000             58.000            1
         6.000             62.000            2
         6.000             66.000            1
         6.000             70.000            0
         6.000             74.000            2
         6.000             78.000            0
         6.000             82.000            1
         6.000             86.000            1
         6.000             90.000            1
         6.000             94.000            0
         6.000             98.000            2
         6.000            102.000            1
         6.000            106.000            0
         6.000            110.000            0
         6.000            114.000            1
         6.000            118.000            1
         6.000            122.000            3
         6.000            126.000            2
         6.000            130.000            1
         6.000            134.000            0
         6.000            138.000            1
         6.000            142.000            0
         6.000            146.000            2
         6.000            150.000            2
         6.000            154.000            1
         6.000            158.000            0
         6.000            162.000            1
         6.000            166.000            0
         6.000            170.000            2
         6.000            174.000            2
         6.000            178.000            1
         6.000            182.000            0
         6.000            186.000            1
         6.000            190.000            1
         6.000            194.000            1
         6.000            198.000            2
         6.000            202.000            2
         6.000            206.000            0
         6.000            210.000            0
         6.000            214.000            1
         6.000            218.000            1
         6.000            222.000            2
         6.000            226.000            1
         6.000            230.000            0
         6.000            234.000            0
         6.000            238.000            1
         6.000            242.000            2
         6.000            246.000            2
         6.000            250.000            1
         6.000            254.000            0
         6.000            258.000            0
         6.000            262.000            1
         6.000            266.000            2
         6.000            270.000            2
         6.000            274.000            2
         6.000            278.000            0
         6.000            282.000            0
         6.000            286.000            0
         6.000            290.000            1
         6.000            294.000            2
         6.000            298.000            2
         6.000            302.000            2
         6.000            306.000            0
         6.000            310.000            1
         6.000            314.000            0
         6.000            318.000            2
         6.000            322.000            2
         6.000            326.000            2
         6.000            330.000            0
         6.000            334.000            1
         6.000            338.000            0
         6.000            342.000            1
         6.000            346.000            1
         6.000            350.000            2
         6.000            354.000            0
         6.000            358.000            1
        10.000              2.000            1
        10.000              6.000            2
        10.000             10.000            1
        10.000             14.000            2
        10.000             18.000            0
        10.000             22.000            0
        10.000             26.000            1
        10.000             30.000            1
        10.000             34.000            1
        10.000             38.000            2
        10.000             42.000            1
        10.000             46.000            0
        10.000             50.000            1
        10.000             54.000            1
        10.000             58.000            1
        10.000             62.000            1
        10.000             66.000            1
        10.000             70.000            1
        10.000             74.000            2
        10.000             78.000            0
        10.000             82.000            1
        10.000             86.000            0
        10.000             90.000            1
        10.000             94.000            1
        10.000             98.000            3
        10.000            102.000            0
        10.000            106.000            1
        10.000            110.000            0
        10.000            114.000            1
        10.000            118.000            1
        10.000            122.000            3
        10.000            126.000            0
        10.000            130.000            1
        10.000            134.000            0
        10.000            138.000            1
        10.000            142.000            1
        10.000            146.000            3
        10.000            150.000            2
        10.000            154.000            1
        10.000            158.000            0
        10.000            162.000            0
        10.000            166.000            1
        10.000            170.000            3
        10.000            174.000            2
        10.000            178.000            1
        10.000            182.000            0
        10.000            186.000            0
        10.000            190.000            1
        10.000            194.000            1
        10.000            198.000            2
        10.000            202.000            1
        10.000            206.000            0
        10.000            210.000            0
        10.000            214.000            1
        10.000            218.000            1
        10.000            222.000            3
        10.000            226.000            0
        10.000            230.000            0
        10.000            234.000            0
        10.000            238.000            1
        10.000            242.000            1
        10.000            246.000            3
        10.000            250.000            1
        10.000            254.000            0
        10.000            258.000            0
        10.000            262.000            0
        10.000            266.000            2
        10.000            270.000            3
        10.000            274.000            2
        10.000            278.000            0
        10.000            282.000            0
        10.000            286.000            1
        10.000            290.000            1
        10.000            294.000            2
        10.000            298.000            2
        10.000            302.000            2
        10.000            306.000            0
        10.000            310.000            1
        10.000            314.000            0
        10.000            318.000            1
        10.000            322.000            1
        10.000            326.000            2
        10.000            330.000            0
        10.000            334.000            1
        10.000            338.000            1
        10.000            342.000            1
        10.000            346.000            1
        10.000            350.000            3
        10.000            354.000            0
        10.000            358.000            1
        14.000              2.069            1
        14.000              6.207            1
        14.000             10.345            1
        14.000             14.483            1
        14.000             18.621            1
        14.000             22.759            0
        14.000             26.897            1
        14.000             31.034            1
        14.000             35.172            2
        14.000             39.310            1
        14.000             43.448            1
        14.000             47.586            1
        14.000             51.724            2
        14.000             55.862            0
        14.000             60.000            2
        14.000             64.138            0
        14.000             68.276            2
        14.000             72.414            2
        14.000             76.552            1
        14.000             80.690            0
        14.000             84.828            0
        14.000             88.966            0
        14.000             93.103            3
        14.000             97.241            2
        14.000            101.379            1
        14.000            105.517            1
        14.000            109.655            0
        14.000            113.793            0
        14.000            117.931            3
        14.000            122.069            2
        14.000            126.207            0
        14.000            130.345            1
        14.000            134.483            0
        14.000            138.621            0
        14.000            142.759            2
        14.000            146.897            2
        14.000            151.034            1
        14.000            155.172            0
        14.000            159.310            0
        14.000            163.448            0
        14.000            167.586            3
        14.000            171.724            2
        14.000            175.862            2
        14.000            180.000            0
        14.000            184.138            0
        14.000            188.276            0
        14.000            192.414            2
        14.000            196.552            1
        14.000            200.690            2
        14.000            204.828            0
        14.000            208.966            0
        14.000            213.103            0
        14.000            217.241            2
        14.000            221.379            3
        14.000            225.517            1
        14.000            229.655            0
        14.000            233.793            0
        14.000            237.931            1
        14.000            242.069            1
        14.000            246.207            2
        14.000            250.345            0
        14.000            254.483            0
        14.000            258.621            0
        14.000            262.759            1
        14.000            266.897            2
        14.000            271.034            2
        14.000            275.172            1
        14.000            279.310            1
        14.000            283.448            0
        14.000            287.586            1
        14.000            291.724            2
        14.000            295.862            2
        14.000            300.000            1
        14.000            304.138            2
        14.000            308.276            1
        14.000            312.414            0
        14.000            316.552            1
        14.000            320.690            2
        14.000            324.828            1
        14.000            328.966            1
        14.000            333.103            1
        14.000            337.241            1
        14.000            341.379            1
        14.000            345.517            1
        14.000            349.655            2
        14.000            353.793            1
        14.000            357.931            1
        18.000              2.069            2
        18.000              6.207            2
        18.000             10.345            1
        18.000             14.483            1
        18.000             18.621            1
        18.000             22.759            1
        18.000             26.897            1
        18.000             31.034            2
        18.000             35.172            1
        18.000             39.310            0
        18.000             43.448            1
        18.000             47.586            1
        18.000             51.724            1
        18.000             55.862            2
        18.000             60.000            2
        18.000             64.138            0
        18.000             68.276            2
        18.000             72.414            1
        18.000             76.552            1
        18.000             80.690            0
        18.000             84.828            0
        18.000             88.966            0
        18.000             93.103            3
        18.000             97.241            1
        18.000            101.379            1
        18.000            105.517            1
        18.000            109.655            0
        18.000            113.793            0
        18.000            117.931            3
        18.000            122.069            2
        18.000            126.207            1
        18.000            130.345            2
        18.000            134.483            0
        18.000            138.621            0
        18.000            142.759            3
        18.000            146.897            2
        18.000            151.034            1
        18.000            155.172            0
        18.000            159.310            0
        18.000            163.448            0
        18.000            167.586            3
        18.000            171.724            2
        18.000            175.862            2
        18.000            180.000            0
        18.000            184.138            0
        18.000            188.276            0
        18.000            192.414            3
        18.000            196.552            1
        18.000            200.690            1
        18.000            204.828            0
        18.000            208.966            0
        18.000            213.103            0
        18.000            217.241            2
        18.000            221.379            3
        18.000            225.517            1
        18.000            229.655            0
        18.000            233.793            0
        18.000            237.931            1
        18.000            242.069            2
        18.000            246.207            3
        18.000            250.345            1
        18.000            254.483            0
        18.000            258.621            0
        18.000            262.759            1
        18.000            266.897            3
        18.000            271.034            1
        18.000            275.172            0
        18.000            279.310            1
        18.000            283.448            0
        18.000            287.586            0
        18.000            291.724            3
        18.000            295.862            2
        18.000            300.000            0
        18.000            304.138            2
        18.000            308.276            1
        18.000            312.414            0
        18.000            316.552            1
        18.000            320.690            2
        18.000            324.828            0
        18.000            328.966            1
        18.000            333.103            1
        18.000            337.241            1
        18.000            341.379            1
        18.000            345.517            1
        18.000            349.655            1
        18.000            353.793            1
        18.000            357.931            1
        22.000              2.069            1
        22.000              6.207            1
        22.000             10.345            0
        22.000             14.483            1
        22.000             18.621            1
        22.000             22.759            2
        22.000             26.897            1
        22.000             31.034            2
        22.000             35.172            0
        22.000             39.310            0
        22.000             43.448            0
        22.000             47.586            3
        22.000             51.724            0
        22.000             55.862            2
        22.000             60.000            1
        22.000             64.138            1
        22.000             68.276            2
        22.000             72.414            2
        22.000             76.552            0
        22.000             80.690            0
        22.000             84.828            1
        22.000             88.966            1
        22.000             93.103            2
        22.000             97.241            2
        22.000            101.379            1
        22.000            105.517            0
        22.000            109.655            0
        22.000            113.793            1
        22.000            117.931            1
        22.000            122.069            1
        22.000            126.207            1
        22.000            130.345            1
        22.000            134.483            0
        22.000            138.621            1
        22.000            142.759            2
        22.000            146.897            1
        22.000            151.034            2
        22.000            155.172            0
        22.000            159.310            0
        22.000            163.448            1
        22.000            167.586            2
        22.000            171.724            2
        22.000            175.862            2
        22.000            180.000            0
        22.000            184.138            0
        22.000            188.276            1
        22.000            192.414            1
        22.000            196.552            2
        22.000            200.690            1
        22.000            204.828            1
        22.000            208.966            0
        22.000            213.103            2
        22.000            217.241            1
        22.000            221.379            2
        22.000            225.517            1
        22.000            229.655            0
        22.000            233.793            0
        22.000            237.931            2
        22.000            242.069            1
        22.000            246.207            2
        22.000            250.345            1
        22.000            254.483            0
        22.000            258.621            0
        22.000            262.759            1
        22.000            266.897            2
        22.000            271.034            1
        22.000            275.172            1
        22.000            279.310            1
        22.000            283.448            2
        22.000            287.586            0
        22.000            291.724            3
        22.000            295.862            1
        22.000            300.000            0
        22.000            304.138            2
        22.000            308.276            2
        22.000            312.414            1
        22.000            316.552            1
        22.000            320.690            1
        22.000            324.828            0
        22.000            328.966            2
        22.000            333.103            2
        22.000            337.241            1
        22.000            341.379            1
        22.000            345.517            1
        22.000            349.655            0
        22.000            353.793            2
        22.000            357.931            1
        26.000              2.308            2
        26.000              6.923            0
        26.000             11.538            0
        26.000             16.154            1
        26.000             20.769            1
        26.000             25.385            3
        26.000             30.000            1
        26.000             34.615            0
        26.000             39.231            1
        26.000             43.846            1
        26.000             48.462            2
        26.000             53.077            1
        26.000             57.692            1
        26.000             62.308            2
        26.000             66.923            0
        26.000             71.538            2
        26.000             76.154            1
        26.000             80.769            1
        26.000             85.385            2
        26.000             90.000            1
        26.000             94.615            1
        26.000             99.231            1
        26.000            103.846            1
        26.000            108.462            1
        26.000            113.077            1
        26.000            117.692            1
        26.000            122.308            1
        26.000            126.923            3
        26.000            131.538            1
        26.000            136.154            1
        26.000            140.769            2
        26.000            145.385            0
        26.000            150.000            3
        26.000            154.615            1
        26.000            159.231            0
        26.000            163.846            1
        26.000            168.462            0
        26.000            173.077            3
        26.000            177.692            1
        26.000            182.308            0
        26.000            186.923            1
        26.000            191.538            0
        26.000            196.154            2
        26.000            200.769            2
        26.000            205.385            1
        26.000            210.000            0
        26.000            214.615            2
        26.000            219.231            1
        26.000            223.846            2
        26.000            228.462            1
        26.000            233.077            0
        26.000            237.692            2
        26.000            242.308            1
        26.000            246.923            2
        26.000            251.538            2
        26.000            256.154            0
        26.000            260.769            2
        26.000            265.385            2
        26.000            270.000            1
        26.000            274.615            2
        26.000            279.231            0
        26.000            283.846            2
        26.000            288.462            2
        26.000            293.077            1
        26.000            297.692            1
        26.000            302.308            0
        26.000            306.923            3
        26.000            311.538            3
        26.000            316.154            1
        26.000            320.769            1
        26.000            325.385            0
        26.000            330.000            2
        26.000            334.615            2
        26.000            339.231            1
        26.000            343.846            1
        26.000            348.462            0
        26.000            353.077            2
        26.000            357.692            2
        30.000              2.308            2
        30.000              6.923            0
        30.000             11.538            1
        30.000             16.154            1
        30.000             20.769            1
        30.000             25.385            3
        30.000             30.000            1
        30.000             34.615            1
        30.000             39.231            1
        30.000             43.846            1
        30.000             48.462            2
        30.000             53.077            2
        30.000             57.692            2
        30.000             62.308            2
        30.000             66.923            1
        30.000             71.538            1
        30.000             76.154            1
        30.000             80.769            1
        30.000             85.385            2
        30.000             90.000            1
        30.000             94.615            1
        30.000             99.231            1
        30.000            103.846            2
        30.000            108.462            2
        30.000            113.077            2
        30.000            117.692            1
        30.000            122.308            0
        30.000            126.923            3
        30.000            131.538            1
        30.000            136.154            1
        30.000            140.769            1
        30.000            145.385            0
        30.000            150.000            3
        30.000            154.615            2
        30.000            159.231            1
        30.000            163.846            1
        30.000            168.462            0
        30.000            173.077            2
        30.000            177.692            2
        30.000            182.308            1
        30.000            186.923            2
        30.000            191.538            0
        30.000            196.154            1
        30.000            200.769            2
        30.000            205.385            1
        30.000            210.000            1
        30.000            214.615            0
        30.000            219.231            1
        30.000            223.846            2
        30.000            228.462            2
        30.000            233.077            1
        30.000            237.692            1
        30.000            242.308            1
        30.000            246.923            1
        30.000            251.538            2
        30.000            256.154            0
        30.000            260.769            2
        30.000            265.385            1
        30.000            270.000            1
        30.000            274.615            2
        30.000            279.231            1
        30.000            283.846            3
        30.000            288.462            3
        30.000            293.077            1
        30.000            297.692            1
        30.000            302.308            0
        30.000            306.923            2
        30.000            311.538            3
        30.000            316.154            0
        30.000            320.769            0
        30.000            325.385            0
        30.000            330.000            2
        30.000            334.615            3
        30.000            339.231            1
        30.000            343.846            0
        30.000            348.462            0
        30.000            353.077            2
        30.000            357.692            2
        34.000              2.308            1
        34.000              6.923            1
        34.000             11.538            1
        34.000             16.154            1
        34.000             20.769            3
        34.000             25.385            1
        34.000             30.000            1
        34.000             34.615            1
        34.000             39.231            1
        34.000             43.846            1
        34.000             48.462            1
        34.000             53.077            1
        34.000             57.692            3
        34.000             62.308            1
        34.000             66.923            1
        34.000             71.538            1
        34.000             76.154            0
        34.000             80.769            3
        34.000             85.385            2
        34.000             90.000            1
        34.000             94.615            1
        34.000             99.231            0
        34.000            103.846            2
        34.000            108.462            3
        34.000            113.077            1
        34.000            117.692            1
        34.000            122.308            0
        34.000            126.923            3
        34.000            131.538            3
        34.000            136.154            0
        34.000            140.769            1
        34.000            145.385            0
        34.000            150.000            1
        34.000            154.615            2
        34.000            159.231            1
        34.000            163.846            1
        34.000            168.462            0
        34.000            173.077            1
        34.000            177.692            2
        34.000            182.308            2
        34.000            186.923            1
        34.000            191.538            0
        34.000            196.154            1
        34.000            200.769            0
        34.000            205.385            3
        34.000            210.000            2
        34.000            214.615            0
        34.000            219.231            1
        34.000            223.846            0
        34.000            228.462            2
        34.000            233.077            3
        34.000            237.692            0
        34.000            242.308            1
        34.000            246.923            0
        34.000            251.538            2
        34.000            256.154            3
        34.000            260.769            1
        34.000            265.385            1
        34.000            270.000            0
        34.000            274.615            0
        34.000            279.231            2
        34.000            283.846            1
        34.000            288.462            2
        34.000            293.077            1
        34.000            297.692            0
        34.000            302.308            1
        34.000            306.923            3
        34.000            311.538            2
        34.000            316.154            1
        34.000            320.769            0
        34.000            325.385            1
        34.000            330.000            3
        34.000            334.615            2
        34.000            339.231            1
        34.000            343.846            0
        34.000            348.462            1
        34.000            353.077            2
        34.000            357.692            3
        38.000              2.727            0
        38.000              8.182            1
        38.000             13.636            1
        38.000             19.091            3
        38.000             24.545            0
        38.000             30.000            1
        38.000             35.455            2
        38.000             40.909            3
        38.000             46.364            2
        38.000             51.818            1
        38.000             57.273            3
        38.000             62.727            0
        38.000             68.182            1
        38.000             73.636            0
        38.000             79.091            1
        38.000             84.545            2
        38.000             90.000            1
        38.000             95.455            0
        38.000            100.909            1
        38.000            106.364            3
        38.000            111.818            3
        38.000            117.273            1
        38.000            122.727            1
        38.000            128.182            2
        38.000            133.636            2
        38.000            139.091            1
        38.000            144.545            0
        38.000            150.000            0
        38.000            155.455            3
        38.000            160.909            2
        38.000            166.364            0
        38.000            171.818            1
        38.000            177.273            2
        38.000            182.727            1
        38.000            188.182            1
        38.000            193.636            1
        38.000            199.091            0
        38.000            204.545            2
        38.000            210.000            2
        38.000            215.455            1
        38.000            220.909            0
        38.000            226.364            2
        38.000            231.818            4
        38.000            237.273            1
        38.000            242.727            0
        38.000            248.182            0
        38.000            253.636            2
        38.000            259.091            2
        38.000            264.545            1
        38.000            270.000            0
        38.000            275.455            1
        38.000            280.909            3
        38.000            286.364            2
        38.000            291.818            1
        38.000            297.273            2
        38.000            302.727            3
        38.000            308.182            2
        38.000            313.636            0
        38.000            319.091            1
        38.000            324.545            1
        38.000            330.000            1
        38.000            335.455            0
        38.000            340.909            1
        38.000            346.364            1
        38.000            351.818            2
        38.000            357.273            3
        42.000              2.727            0
        42.000              8.182            0
        42.000             13.636            3
        42.000             19.091            3
        42.000             24.545            0
        42.000             30.000            0
        42.000             35.455            2
        42.000             40.909            4
        42.000             46.364            1
        42.000             51.818            1
        42.000             57.273            0
        42.000             62.727            3
        42.000             68.182            1
        42.000             73.636            1
        42.000             79.091            0
        42.000             84.545            2
