                                                                                                                                                                                                       30 Sep 2025 09:29:32
Place-CommSite-Sensor-Servo-Receiver-DLRx-To-Missile-TestMissile-Transmitter-DLTx:  Link Budget


      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER        Range (km)
1 May 2024 18:03:54.000         1.000                 2.400005                  -135.828               -106.768037     -5.230126       87.541066          30000.000     12.7699       15.7802    1.658416e-18     68.991713
1 May 2024 18:03:55.000         1.000                 2.400005                  -135.746               -106.685968     -5.230126       87.623136          30000.000     12.8519       15.8622    7.982542e-19     68.342909
1 May 2024 18:03:56.000         1.000                 2.400005                  -135.663               -106.602837     -5.230126       87.706266          30000.000     12.9351       15.9454    3.753029e-19     67.691934
1 May 2024 18:03:57.000         1.000                 2.400005                  -135.579               -106.518661     -5.230126       87.790442          30000.000     13.0192       16.0295    1.722368e-19     67.039095
1 May 2024 18:03:58.000         1.000                 2.400005                  -135.493               -106.433460     -5.230126       87.875644          30000.000     13.1044       16.1147    7.710558e-20     66.384711
1 May 2024 18:03:59.000         1.000                 2.400005                  -135.407               -106.347255     -5.230126       87.961848          30000.000     13.1906       16.2009    3.364953e-20     65.729122
1 May 2024 18:04:00.000         1.000                 2.400005                  -135.320               -106.260073     -5.230126       88.049031          30000.000     13.2778       16.2881    1.430638e-20     65.072683
1 May 2024 18:04:01.000         1.000                 2.400005                  -135.232               -106.171943     -5.230126       88.137161          30000.000     13.3659       16.3762    5.922047e-21     64.415770
1 May 2024 18:04:02.000         1.000                 2.400005                  -135.143               -106.082898     -5.230126       88.226205          30000.000     13.4550       16.4653    2.385352e-21     63.758777
1 May 2024 18:04:03.000         1.000                 2.400005                  -135.053               -105.992978     -5.230126       88.316126          30000.000     13.5449       16.5552    9.344052e-22     63.102121
1 May 2024 18:04:04.000         1.000                 2.400005                  -134.962               -105.902224     -5.230126       88.406879          30000.000     13.6357       16.6460    3.557994e-22     62.446239
1 May 2024 18:04:05.000         1.000                 2.400005                  -134.871               -105.810687     -5.230126       88.498417          30000.000     13.7272       16.7375    1.316354e-22     61.791594
1 May 2024 18:04:06.000         1.000                 2.400005                  -134.778               -105.718418     -5.230126       88.590685          30000.000     13.8195       16.8298    4.730209e-23     61.138669
1 May 2024 18:04:07.000         1.000                 2.400005                  -134.685               -105.625480     -5.230126       88.683624          30000.000     13.9124       16.9227    1.650467e-23     60.487977
1 May 2024 18:04:08.000         1.000                 2.400005                  -134.592               -105.531938     -5.230126       88.777165          30000.000     14.0060       17.0163    5.590827e-24     59.840056
1 May 2024 18:04:09.000         1.000                 2.400005                  -134.498               -105.437868     -5.230126       88.871235          30000.000     14.1000       17.1103    1.838500e-24     59.195471
1 May 2024 18:04:10.000         1.000                 2.400005                  -134.403               -105.343352     -5.230126       88.965752          30000.000     14.1945       17.2048    5.869562e-25     58.554819
1 May 2024 18:04:11.000         1.000                 2.400005                  -134.308               -105.248478     -5.230126       89.060625          30000.000     14.2894       17.2997    1.819735e-25     57.918725
1 May 2024 18:04:12.000         1.000                 2.400005                  -134.213               -105.153349     -5.230127       89.155754          30000.000     14.3845       17.3948    5.480961e-26     57.287847
1 May 2024 18:04:13.000         1.000                 2.400005                  -134.118               -105.058071     -5.230127       89.251032          30000.000     14.4798       17.4901    1.604830e-26     56.662876
1 May 2024 18:04:14.000         1.000                 2.400005                  -134.023               -104.962764     -5.230127       89.346338          30000.000     14.5751       17.5854    4.571987e-27     56.044538
1 May 2024 18:04:15.000         1.000                 2.400005                  -133.927               -104.867559     -5.230127       89.441543          30000.000     14.6703       17.6806    1.268767e-27     55.433592
1 May 2024 18:04:16.000         1.000                 2.400005                  -133.833               -104.772596     -5.230127       89.536506          30000.000     14.7653       17.7756    3.434677e-28     54.830837
1 May 2024 18:04:17.000         1.000                 2.400005                  -133.738               -104.678029     -5.230128       89.631073          30000.000     14.8599       17.8702    9.086335e-29     54.237106
1 May 2024 18:04:18.000         1.000                 2.400005                  -133.644               -104.584023     -5.230128       89.725079          30000.000     14.9539       17.9642    2.354078e-29     53.653271
1 May 2024 18:04:19.000         1.000                 2.400005                  -133.551               -104.490757     -5.230128       89.818344          30000.000     15.0471       18.0574    5.988075e-30     53.080245
1 May 2024 18:04:20.000         1.000                 2.400004                  -133.458               -104.398424     -5.230129       89.910677          30000.000     15.1395       18.1498    1.499971e-30     52.518977
1 May 2024 18:04:21.000         1.000                 2.400004                  -133.367               -104.307229     -5.230129       90.001871          30000.000     15.2307       18.2410    1.000000e-30     51.970457
1 May 2024 18:04:22.000         1.000                 2.400004                  -133.277               -104.217394     -5.230129       90.091706          30000.000     15.3205       18.3308    1.000000e-30     51.435712
1 May 2024 18:04:23.000         1.000                 2.400004                  -133.189               -104.129152     -5.230130       90.179948          30000.000     15.4087       18.4190    1.000000e-30     50.915809
1 May 2024 18:04:24.000         1.000                 2.400004                  -133.103               -104.042752     -5.230130       90.266347          30000.000     15.4951       18.5054    1.000000e-30     50.411853
1 May 2024 18:04:25.000         1.000                 2.400004                  -133.018               -103.958457     -5.230131       90.350642          30000.000     15.5794       18.5897    1.000000e-30     49.924981
1 May 2024 18:04:26.000         1.000                 2.400004                  -132.936               -103.876543     -5.230131       90.432555          30000.000     15.6613       18.6716    1.000000e-30     49.456370
1 May 2024 18:04:27.000         1.000                 2.400004                  -132.857               -103.797300     -5.230132       90.511797          30000.000     15.7406       18.7509    1.000000e-30     49.007223
1 May 2024 18:04:28.000         1.000                 2.400003                  -132.781               -103.721029     -5.230133       90.588067          30000.000     15.8169       18.8272    1.000000e-30     48.578773
1 May 2024 18:04:29.000         1.000                 2.400003                  -132.708               -103.648042     -5.230133       90.661054          30000.000     15.8898       18.9001    1.000000e-30     48.172279
1 May 2024 18:04:30.000         1.000                 2.400003                  -132.639               -103.578661     -5.230134       90.730435          30000.000     15.9592       18.9695    1.000000e-30     47.789017
1 May 2024 18:04:31.000         1.000                 2.400003                  -132.573               -103.513213     -5.230135       90.795882          30000.000     16.0247       19.0350    1.000000e-30     47.430281
1 May 2024 18:04:32.000         1.000                 2.400003                  -132.512               -103.452032     -5.230136       90.857062          30000.000     16.0858       19.0961    1.000000e-30     47.097370
1 May 2024 18:04:33.000         1.000                 2.400002                  -132.455               -103.395454     -5.230136       90.913639          30000.000     16.1424       19.1527    1.000000e-30     46.791588
1 May 2024 18:04:34.000         1.000                 2.400002                  -132.404               -103.343816     -5.230137       90.965276          30000.000     16.1941       19.2044    1.000000e-30     46.514233
1 May 2024 18:04:35.000         1.000                 2.400002                  -132.357               -103.297448     -5.230138       91.011643          30000.000     16.2404       19.2507    1.000000e-30     46.266588
1 May 2024 18:04:36.000         1.000                 2.400002                  -132.317               -103.256676     -5.230139       91.052415          30000.000     16.2812       19.2915    1.000000e-30     46.049917
1 May 2024 18:04:37.000         1.000                 2.400001                  -132.282               -103.221812     -5.230140       91.087277          30000.000     16.3161       19.3264    1.000000e-30     45.865452
1 May 2024 18:04:38.000         1.000                 2.400001                  -132.253               -103.193156     -5.230141       91.115932          30000.000     16.3447       19.3550    1.000000e-30     45.714385
1 May 2024 18:04:39.000         1.000                 2.400001                  -132.231               -103.170988     -5.230142       91.138100          30000.000     16.3669       19.3772    1.000000e-30     45.597859
1 May 2024 18:04:40.000         1.000                 2.400001                  -132.215               -103.155563     -5.230143       91.153523          30000.000     16.3823       19.3926    1.000000e-30     45.516958
1 May 2024 18:04:41.000         1.000                 2.400000                  -132.207               -103.147113     -5.230144       91.161972          30000.000     16.3908       19.4011    1.000000e-30     45.472700
1 May 2024 18:04:42.000         1.000                 2.400000                  -132.206               -103.145838     -5.230145       91.163246          30000.000     16.3920       19.4023    1.000000e-30     45.466024
1 May 2024 18:04:43.000         1.000                 2.400000                  -132.212               -103.151904     -5.230146       91.157179          30000.000     16.3860       19.3963    1.000000e-30     45.497787
1 May 2024 18:04:44.000         1.000                 2.399999                  -132.225               -103.165441     -5.230147       91.143641          30000.000     16.3724       19.3827    1.000000e-30     45.568753
1 May 2024 18:04:45.000         1.000                 2.399999                  -132.246               -103.186542     -5.230149       91.122538          30000.000     16.3513       19.3616    1.000000e-30     45.679589
1 May 2024 18:04:46.000         1.000                 2.399999                  -132.275               -103.215259     -5.230150       91.093821          30000.000     16.3226       19.3329    1.000000e-30     45.830860
1 May 2024 18:04:47.000         1.000                 2.399998                  -132.312               -103.251602     -5.230151       91.057477          30000.000     16.2863       19.2966    1.000000e-30     46.023023
1 May 2024 18:04:48.000         1.000                 2.399998                  -132.355               -103.295541     -5.230152       91.013537          30000.000     16.2423       19.2526    1.000000e-30     46.256428
1 May 2024 18:04:49.000         1.000                 2.399998                  -132.407               -103.347005     -5.230153       90.962071          30000.000     16.1909       19.2012    1.000000e-30     46.531315
1 May 2024 18:04:49.761         1.000                 2.399997                  -132.451               -103.391144     -5.230154       90.917931          30000.000     16.1467       19.1570    1.000000e-30     46.768372
