"Access","Time (UTCG)","Noise Density (dBW/Hz)","S/T SNR1 (dB)","S/T PDet1","S/T Integrated SNR (dB)","S/T Integrated PDet","S/T Pulses Integrated","S/T Integration Time (sec)","S/T Dwell Time (sec)","S/T Noise Bandwidth (MHz)","S/T Noise Power (dBW)","S/T Ambig Tgt Velocity (m/s)","S/T Ambig MLC Velocity (m/s)","S/T Ambig Tgt Range (km)","S/T Integ. Det. Thresh. (dB)","S/T Integ. CFAR Multiple"
1,1 May 2024 19:34:08.000,-203.975159,-12.1957,0.000161,14.8970,0.009636,512,0.5110,0.5128,30.000,-129.204,-3.581,0.000,118.354565,27.7847,0.000000
1,1 May 2024 19:34:11.000,-203.975159,-12.1478,0.000162,14.9449,0.010036,512,0.5110,0.5128,30.000,-129.204,-3.582,0.000,117.614815,27.7847,0.000000
1,1 May 2024 19:34:14.000,-203.975159,-12.0996,0.000163,14.9931,0.010431,512,0.5110,0.5128,30.000,-129.204,-3.583,0.000,116.875068,27.7847,0.000000
1,1 May 2024 19:34:17.000,-203.975159,-12.0514,0.000163,15.0413,0.010869,512,0.5110,0.5128,30.000,-129.204,-3.583,0.000,116.135322,27.7847,0.000000
1,1 May 2024 19:34:20.000,-203.975159,-12.0030,0.000164,15.0897,0.011304,512,0.5110,0.5128,30.000,-129.204,-3.584,0.000,115.395579,27.7847,0.000000
1,1 May 2024 19:34:23.000,-203.975159,-11.9545,0.000165,15.1382,0.011786,512,0.5110,0.5128,30.000,-129.204,-3.585,0.000,114.655837,27.7847,0.000000
1,1 May 2024 19:34:26.000,-203.975159,-11.9059,0.000166,15.1868,0.012266,512,0.5110,0.5128,30.000,-129.204,-3.586,0.000,113.916097,27.7847,0.000000
1,1 May 2024 19:34:29.000,-203.975159,-11.8571,0.000167,15.2356,0.012796,512,0.5110,0.5128,30.000,-129.204,-3.586,0.000,113.176360,27.7847,0.000000
1,1 May 2024 19:34:32.000,-203.975159,-11.8082,0.000167,15.2845,0.013325,512,0.5110,0.5128,30.000,-129.204,-3.587,0.000,112.436623,27.7847,0.000000
1,1 May 2024 19:34:35.000,-203.975159,-11.7591,0.000168,15.3336,0.013909,512,0.5110,0.5127,30.000,-129.204,-3.588,0.000,111.696890,27.7847,0.000000
1,1 May 2024 19:34:38.000,-203.975159,-11.7099,0.000169,15.3828,0.014494,512,0.5110,0.5127,30.000,-129.204,-3.589,0.000,110.957158,27.7847,0.000000
1,1 May 2024 19:34:41.000,-203.975159,-11.6606,0.000170,15.4321,0.015137,512,0.5110,0.5127,30.000,-129.204,-3.589,0.000,110.217428,27.7847,0.000000
1,1 May 2024 19:34:44.000,-203.975159,-11.6111,0.000171,15.4816,0.015783,512,0.5110,0.5127,30.000,-129.204,-3.590,0.000,109.477700,27.7847,0.000000
1,1 May 2024 19:34:47.000,-203.975159,-11.5615,0.000172,15.5312,0.016494,512,0.5110,0.5127,30.000,-129.204,-3.591,0.000,108.737975,27.7847,0.000000
1,1 May 2024 19:34:50.000,-203.975159,-11.5118,0.000173,15.5809,0.017208,512,0.5110,0.5127,30.000,-129.204,-3.592,0.000,107.998252,27.7847,0.000000
1,1 May 2024 19:34:53.000,-203.975159,-11.4619,0.000173,15.6308,0.017993,512,0.5110,0.5127,30.000,-129.204,-3.593,0.000,107.258531,27.7847,0.000000
1,1 May 2024 19:34:56.000,-203.975159,-11.4118,0.000174,15.6809,0.018783,512,0.5110,0.5127,30.000,-129.204,-3.594,0.000,106.518812,27.7847,0.000000
1,1 May 2024 19:34:59.000,-203.975159,-11.3616,0.000175,15.7311,0.019651,512,0.5110,0.5127,30.000,-129.204,-3.594,0.000,105.779096,27.7847,0.000000
1,1 May 2024 19:35:02.000,-203.975159,-11.3113,0.000176,15.7814,0.020525,512,0.5110,0.5127,30.000,-129.204,-3.595,0.000,105.039381,27.7847,0.000000
1,1 May 2024 19:35:05.000,-203.975159,-11.2608,0.000177,15.8319,0.021487,512,0.5110,0.5127,30.000,-129.204,-3.596,0.000,104.299670,27.7847,0.000000
1,1 May 2024 19:35:08.000,-203.975159,-11.2102,0.000178,15.8825,0.022455,512,0.5110,0.5127,30.000,-129.204,-3.597,0.000,103.559960,27.7847,0.000000
1,1 May 2024 19:35:11.000,-203.975159,-11.1594,0.000179,15.9333,0.023521,512,0.5110,0.5127,30.000,-129.204,-3.598,0.000,102.820253,27.7847,0.000000
1,1 May 2024 19:35:14.000,-203.975159,-11.1085,0.000180,15.9842,0.024593,512,0.5110,0.5127,30.000,-129.204,-3.599,0.000,102.080549,27.7847,0.000000
1,1 May 2024 19:35:17.000,-203.975159,-11.0574,0.000181,16.0012,0.025349,508,0.5070,0.5087,30.000,-129.204,-3.600,0.000,101.340847,27.7535,0.000000
1,1 May 2024 19:35:20.000,-203.975159,-11.0062,0.000182,16.0008,0.026000,502,0.5010,0.5027,30.000,-129.204,-3.601,0.000,100.601148,27.7057,0.000000
1,1 May 2024 19:35:23.000,-203.975159,-10.9548,0.000184,16.0087,0.026684,497,0.4960,0.4977,30.000,-129.204,-3.602,0.000,99.861451,27.6657,0.000000
1,1 May 2024 19:35:26.000,-203.975159,-10.9033,0.000185,16.0075,0.027313,491,0.4900,0.4917,30.000,-129.204,-3.603,0.000,99.121757,27.6170,0.000000
1,1 May 2024 19:35:29.000,-203.975159,-10.8516,0.000186,16.0058,0.027886,485,0.4840,0.4857,30.000,-129.204,-3.604,0.000,98.382065,27.5680,0.000000
1,1 May 2024 19:35:32.000,-203.975159,-10.7998,0.000187,16.0036,0.028490,479,0.4780,0.4797,30.000,-129.204,-3.605,0.000,97.642376,27.5183,0.000000
1,1 May 2024 19:35:35.000,-203.975159,-10.7478,0.000188,16.0008,0.029214,473,0.4720,0.4736,30.000,-129.204,-3.606,0.000,96.902690,27.4677,0.000000
1,1 May 2024 19:35:38.000,-203.975159,-10.6957,0.000189,16.0068,0.029971,468,0.4670,0.4686,30.000,-129.204,-3.607,0.000,96.163006,27.4253,0.000000
1,1 May 2024 19:35:41.000,-203.975159,-10.6434,0.000190,16.0030,0.030584,462,0.4610,0.4626,30.000,-129.204,-3.608,0.000,95.423325,27.3740,0.000000
1,1 May 2024 19:35:44.000,-203.975159,-10.5909,0.000192,16.0082,0.031410,457,0.4560,0.4576,30.000,-129.204,-3.609,0.000,94.683648,27.3305,0.000000
1,1 May 2024 19:35:47.000,-203.975159,-10.5383,0.000193,16.0035,0.032093,451,0.4500,0.4516,30.000,-129.204,-3.610,0.000,93.943973,27.2778,0.000000
1,1 May 2024 19:35:50.000,-203.975159,-10.4855,0.000194,16.0078,0.032995,446,0.4450,0.4466,30.000,-129.204,-3.611,0.000,93.204301,27.2332,0.000000
1,1 May 2024 19:35:53.000,-203.975159,-10.4326,0.000195,16.0019,0.033656,440,0.4390,0.4406,30.000,-129.204,-3.612,0.000,92.464632,27.1794,0.000000
1,1 May 2024 19:35:56.000,-203.975159,-10.3795,0.000197,16.0054,0.034541,435,0.4340,0.4356,30.000,-129.204,-3.613,0.000,91.724966,27.1339,0.000000
1,1 May 2024 19:35:59.000,-203.975159,-10.3262,0.000198,16.0085,0.035467,430,0.4290,0.4306,30.000,-129.204,-3.614,0.000,90.985303,27.0878,0.000000
1,1 May 2024 19:36:02.000,-203.975159,-10.2728,0.000199,16.0009,0.036147,424,0.4230,0.4246,30.000,-129.204,-3.615,0.000,90.245643,27.0321,0.000000
1,1 May 2024 19:36:05.000,-203.975159,-10.2192,0.000201,16.0029,0.037157,419,0.4180,0.4196,30.000,-129.204,-3.616,0.000,89.505987,26.9847,0.000000
1,1 May 2024 19:36:08.000,-203.975159,-10.1655,0.000202,16.0045,0.038111,414,0.4130,0.4146,30.000,-129.204,-3.617,0.000,88.766333,26.9370,0.000000
1,1 May 2024 19:36:11.000,-203.975159,-10.1115,0.000204,16.0057,0.038955,409,0.4080,0.4096,30.000,-129.204,-3.619,0.000,88.026683,26.8890,0.000000
1,1 May 2024 19:36:14.000,-203.975159,-10.0574,0.000205,16.0064,0.040000,404,0.4030,0.4046,30.000,-129.204,-3.620,0.000,87.287036,26.8401,0.000000
1,1 May 2024 19:36:17.000,-203.975159,-10.0032,0.000207,16.0065,0.041093,399,0.3980,0.3996,30.000,-129.204,-3.621,0.000,86.547392,26.7904,0.000000
1,1 May 2024 19:36:20.000,-203.975159,-9.9488,0.000208,16.0062,0.042021,394,0.3930,0.3946,30.000,-129.204,-3.622,0.000,85.807752,26.7407,0.000000
1,1 May 2024 19:36:23.000,-203.975159,-9.8942,0.000210,16.0053,0.042996,389,0.3880,0.3896,30.000,-129.204,-3.623,0.000,85.068115,26.6902,0.000000
1,1 May 2024 19:36:26.000,-203.975159,-9.8394,0.000211,16.0039,0.044240,384,0.3830,0.3846,30.000,-129.204,-3.625,0.000,84.328481,26.6385,0.000000
1,1 May 2024 19:36:29.000,-203.975159,-9.7844,0.000213,16.0019,0.045317,379,0.3780,0.3796,30.000,-129.204,-3.626,0.000,83.588851,26.5867,0.000000
1,1 May 2024 19:36:32.000,-203.975159,-9.7293,0.000214,16.0110,0.046542,375,0.3740,0.3756,30.000,-129.204,-3.627,0.000,82.849225,26.5450,0.000000
1,1 May 2024 19:36:35.000,-203.975159,-9.6740,0.000216,16.0080,0.047726,370,0.3690,0.3705,30.000,-129.204,-3.629,0.000,82.109602,26.4917,0.000000
1,1 May 2024 19:36:38.000,-203.975159,-9.6186,0.000218,16.0044,0.048734,365,0.3640,0.3655,30.000,-129.204,-3.630,0.000,81.369983,26.4383,0.000000
1,1 May 2024 19:36:41.000,-203.975159,-9.5629,0.000219,16.0001,0.050030,360,0.3590,0.3605,30.000,-129.204,-3.631,0.000,80.630367,26.3835,0.000000
1,1 May 2024 19:36:44.000,-203.975159,-9.5071,0.000221,16.0074,0.051485,356,0.3550,0.3565,30.000,-129.204,-3.633,0.000,79.890756,26.3394,0.000000
1,1 May 2024 19:36:47.000,-203.975159,-9.4511,0.000223,16.0020,0.052663,351,0.3500,0.3515,30.000,-129.204,-3.634,0.000,79.151148,26.2836,0.000000
1,1 May 2024 19:36:50.000,-203.975159,-9.3949,0.000225,16.0084,0.054000,347,0.3460,0.3475,30.000,-129.204,-3.635,0.000,78.411544,26.2388,0.000000
1,1 May 2024 19:36:53.000,-203.975159,-9.3385,0.000227,16.0017,0.055299,342,0.3410,0.3425,30.000,-129.204,-3.637,0.000,77.671944,26.1815,0.000000
1,1 May 2024 19:36:56.000,-203.975159,-9.2820,0.000228,16.0072,0.057013,338,0.3370,0.3385,30.000,-129.204,-3.638,0.000,76.932348,26.1349,0.000000
1,1 May 2024 19:36:59.000,-203.975159,-9.2253,0.000230,16.0122,0.058547,334,0.3330,0.3345,30.000,-129.204,-3.640,0.000,76.192755,26.0882,0.000000
1,1 May 2024 19:37:02.000,-203.975159,-9.1683,0.000232,16.0036,0.059789,329,0.3280,0.3295,30.000,-129.204,-3.641,0.000,75.453167,26.0290,0.000000
1,1 May 2024 19:37:05.000,-203.975159,-9.1112,0.000234,16.0076,0.061460,325,0.3240,0.3255,30.000,-129.204,-3.642,0.000,74.713583,25.9810,0.000000
1,1 May 2024 19:37:08.000,-203.975159,-9.0539,0.000236,16.0111,0.063206,321,0.3200,0.3215,30.000,-129.204,-3.644,0.000,73.974004,25.9323,0.000000
1,1 May 2024 19:37:11.000,-203.975159,-8.9965,0.000238,16.0004,0.064655,316,0.3150,0.3165,30.000,-129.204,-3.645,0.000,73.234428,25.8705,0.000000
1,1 May 2024 19:37:14.000,-203.975159,-8.9388,0.000241,16.0028,0.066283,312,0.3110,0.3125,30.000,-129.204,-3.647,0.000,72.494857,25.8208,0.000000
1,1 May 2024 19:37:17.000,-203.975159,-8.8809,0.000243,16.0046,0.068259,308,0.3070,0.3085,30.000,-129.204,-3.649,0.000,71.755290,25.7699,0.000000
1,1 May 2024 19:37:20.000,-203.975159,-8.8229,0.000245,16.0059,0.070045,304,0.3030,0.3045,30.000,-129.204,-3.650,0.000,71.015727,25.7188,0.000000
1,1 May 2024 19:37:23.000,-203.975159,-8.7646,0.000247,16.0066,0.071911,300,0.2990,0.3005,30.000,-129.204,-3.652,0.000,70.276169,25.6670,0.000000
1,1 May 2024 19:37:26.000,-203.975159,-8.7061,0.000249,16.0068,0.073861,296,0.2950,0.2965,30.000,-129.204,-3.653,0.000,69.536616,25.6144,0.000000
1,1 May 2024 19:37:29.000,-203.975159,-8.6475,0.000252,16.0063,0.075610,292,0.2910,0.2925,30.000,-129.204,-3.655,0.000,68.797067,25.5616,0.000000
1,1 May 2024 19:37:32.000,-203.975159,-8.5887,0.000254,16.0053,0.077732,288,0.2870,0.2885,30.000,-129.204,-3.657,0.000,68.057523,25.5074,0.000000
1,1 May 2024 19:37:35.000,-203.975159,-8.5296,0.000256,16.0036,0.079652,284,0.2830,0.2844,30.000,-129.204,-3.658,0.000,67.317983,25.4530,0.000000
1,1 May 2024 19:37:38.000,-203.975159,-8.4704,0.000259,16.0012,0.081660,280,0.2790,0.2804,30.000,-129.204,-3.660,0.000,66.578448,25.3977,0.000000
1,1 May 2024 19:37:41.000,-203.975159,-8.4109,0.000261,16.0139,0.084489,277,0.2760,0.2774,30.000,-129.204,-3.662,0.000,65.838919,25.3555,0.000000
1,1 May 2024 19:37:44.000,-203.975159,-8.3513,0.000264,16.0104,0.086385,273,0.2720,0.2734,30.000,-129.204,-3.663,0.000,65.099393,25.2992,0.000000
1,1 May 2024 19:37:47.000,-203.975159,-8.2914,0.000267,16.0061,0.088680,269,0.2680,0.2694,30.000,-129.204,-3.665,0.000,64.359873,25.2415,0.000000
1,1 May 2024 19:37:50.000,-203.975159,-8.2313,0.000269,16.0011,0.090762,265,0.2640,0.2654,30.000,-129.204,-3.667,0.000,63.620358,25.1834,0.000000
1,1 May 2024 19:37:53.000,-203.975159,-8.1711,0.000272,16.0119,0.093710,262,0.2610,0.2624,30.000,-129.204,-3.669,0.000,62.880849,25.1390,0.000000
1,1 May 2024 19:37:56.000,-203.975159,-8.1106,0.000275,16.0056,0.095995,258,0.2570,0.2584,30.000,-129.204,-3.671,0.000,62.141343,25.0792,0.000000
1,1 May 2024 19:37:59.000,-203.975159,-8.0499,0.000277,16.0155,0.098853,255,0.2540,0.2554,30.000,-129.204,-3.672,0.000,61.401844,25.0341,0.000000
1,1 May 2024 19:38:02.000,-203.975159,-7.9890,0.000280,16.0077,0.101349,251,0.2500,0.2514,30.000,-129.204,-3.674,0.000,60.662350,24.9725,0.000000
1,1 May 2024 19:38:05.000,-203.975159,-7.9279,0.000283,16.0166,0.104442,248,0.2470,0.2484,30.000,-129.204,-3.676,0.000,59.922861,24.9260,0.000000
1,1 May 2024 19:38:08.000,-203.975159,-7.8666,0.000286,16.0073,0.106828,244,0.2430,0.2444,30.000,-129.204,-3.678,0.000,59.183378,24.8630,0.000000
1,1 May 2024 19:38:11.000,-203.975159,-7.8050,0.000289,16.0152,0.110164,241,0.2400,0.2414,30.000,-129.204,-3.680,0.000,58.443900,24.8150,0.000000
1,1 May 2024 19:38:14.000,-203.975159,-7.7432,0.000293,16.0043,0.112434,237,0.2360,0.2374,30.000,-129.204,-3.682,0.000,57.704428,24.7506,0.000000
1,1 May 2024 19:38:17.000,-203.975159,-7.6812,0.000296,16.0109,0.115677,234,0.2330,0.2344,30.000,-129.204,-3.684,0.000,56.964962,24.7015,0.000000
1,1 May 2024 19:38:20.000,-203.975159,-7.6190,0.000299,16.0171,0.119402,231,0.2300,0.2314,30.000,-129.204,-3.686,0.000,56.225501,24.6514,0.000000
1,1 May 2024 19:38:23.000,-203.975159,-7.5566,0.000302,16.0037,0.121667,227,0.2260,0.2274,30.000,-129.204,-3.688,0.000,55.486046,24.5843,0.000000
1,1 May 2024 19:38:26.000,-203.975159,-7.4939,0.000306,16.0085,0.125304,224,0.2230,0.2244,30.000,-129.204,-3.690,0.000,54.746597,24.5330,0.000000
1,1 May 2024 19:38:29.000,-203.975159,-7.4311,0.000309,16.0129,0.129084,221,0.2200,0.2214,30.000,-129.204,-3.692,0.000,54.007154,24.4808,0.000000
1,1 May 2024 19:38:32.000,-203.975159,-7.3679,0.000313,16.0166,0.132648,218,0.2170,0.2184,30.000,-129.204,-3.694,0.000,53.267718,24.4284,0.000000
1,1 May 2024 19:38:35.000,-203.975159,-7.3046,0.000316,16.0198,0.136355,215,0.2140,0.2154,30.000,-129.204,-3.696,0.000,52.528287,24.3752,0.000000
1,1 May 2024 19:38:38.000,-203.975159,-7.2410,0.000320,16.0018,0.138859,211,0.2100,0.2113,30.000,-129.204,-3.699,0.000,51.788863,24.3032,0.000000
1,1 May 2024 19:38:41.000,-203.975159,-7.1772,0.000341,16.0034,0.142837,208,0.2070,0.2083,30.000,-129.204,-3.701,0.000,51.049444,24.2481,0.000000
1,1 May 2024 19:38:44.000,-203.975159,-7.1132,0.000346,16.0043,0.146592,205,0.2040,0.2053,30.000,-129.204,-3.703,0.000,50.310033,24.1926,0.000000
1,1 May 2024 19:38:47.000,-203.975159,-7.0489,0.000351,16.0046,0.150495,202,0.2010,0.2023,30.000,-129.204,-3.705,0.000,49.570627,24.1362,0.000000
1,1 May 2024 19:38:50.000,-203.975159,-6.9844,0.000356,16.0041,0.154547,199,0.1980,0.1993,30.000,-129.204,-3.708,0.000,48.831229,24.0789,0.000000
1,1 May 2024 19:38:53.000,-203.975159,-6.9196,0.000361,16.0029,0.158751,196,0.1950,0.1963,30.000,-129.204,-3.710,0.000,48.091837,24.0207,0.000000
1,1 May 2024 19:38:56.000,-203.975159,-6.8546,0.000366,16.0009,0.162724,193,0.1920,0.1933,30.000,-129.204,-3.712,0.000,47.352452,23.9620,0.000000
1,1 May 2024 19:38:59.000,-203.975159,-6.7894,0.000371,16.0209,0.168748,191,0.1900,0.1913,30.000,-129.204,-3.715,0.000,46.613074,23.9219,0.000000
1,1 May 2024 19:39:02.000,-203.975159,-6.7239,0.000376,16.0177,0.173051,188,0.1870,0.1883,30.000,-129.204,-3.717,0.000,45.873702,23.8615,0.000000
1,1 May 2024 19:39:05.000,-203.975159,-6.6582,0.000382,16.0135,0.177114,185,0.1840,0.1853,30.000,-129.204,-3.720,0.000,45.134338,23.8005,0.000000
1,1 May 2024 19:39:08.000,-203.975159,-6.5922,0.000387,16.0085,0.181330,182,0.1810,0.1823,30.000,-129.204,-3.722,0.000,44.394981,23.7384,0.000000
1,1 May 2024 19:39:11.000,-203.975159,-6.5260,0.000393,16.0026,0.185699,179,0.1780,0.1793,30.000,-129.204,-3.725,0.000,43.655631,23.6752,0.000000
1,1 May 2024 19:39:14.000,-203.975159,-6.4595,0.000399,16.0202,0.192275,177,0.1760,0.1773,30.000,-129.204,-3.727,0.000,42.916289,23.6323,0.000000
1,1 May 2024 19:39:17.000,-203.975159,-6.3928,0.000405,16.0127,0.196577,174,0.1730,0.1743,30.000,-129.204,-3.730,0.000,42.176954,23.5676,0.000000
1,1 May 2024 19:39:20.000,-203.975159,-6.3258,0.000411,16.0042,0.201032,171,0.1700,0.1713,30.000,-129.204,-3.732,0.000,41.437626,23.5017,0.000000
1,1 May 2024 19:39:23.000,-203.975159,-6.2585,0.000418,16.0204,0.207795,169,0.1680,0.1693,30.000,-129.204,-3.735,0.000,40.698306,23.4571,0.000000
1,1 May 2024 19:39:26.000,-203.975159,-6.1910,0.000424,16.0101,0.212174,166,0.1650,0.1663,30.000,-129.204,-3.738,0.000,39.958994,23.3895,0.000000
1,1 May 2024 19:39:29.000,-203.975159,-6.1232,0.000431,16.0252,0.218933,164,0.1630,0.1643,30.000,-129.204,-3.740,0.000,39.219690,23.3438,0.000000
1,1 May 2024 19:39:32.000,-203.975159,-6.0552,0.000438,16.0131,0.223645,161,0.1600,0.1613,30.000,-129.204,-3.743,0.000,38.480393,23.2740,0.000000
1,1 May 2024 19:39:35.000,-203.975159,-5.9869,0.000445,16.0271,0.230816,159,0.1580,0.1593,30.000,-129.204,-3.746,0.000,37.741105,23.2268,0.000000
1,1 May 2024 19:39:38.000,-203.975159,-5.9183,0.000453,16.0130,0.235438,156,0.1550,0.1562,30.000,-129.204,-3.749,0.000,37.001825,23.1550,0.000000
1,1 May 2024 19:39:41.000,-203.975159,-5.8494,0.000460,16.0258,0.242596,154,0.1530,0.1542,30.000,-129.204,-3.752,0.000,36.262554,23.1066,0.000000
1,1 May 2024 19:39:44.000,-203.975159,-5.7803,0.000468,16.0095,0.247118,151,0.1500,0.1512,30.000,-129.204,-3.755,0.000,35.523290,23.0327,0.000000
1,1 May 2024 19:39:47.000,-203.975159,-5.7109,0.000476,16.0210,0.254679,149,0.1480,0.1492,30.000,-129.204,-3.758,0.000,34.784036,22.9826,0.000000
1,1 May 2024 19:39:50.000,-203.975159,-5.6412,0.000484,16.0023,0.259090,146,0.1450,0.1462,30.000,-129.204,-3.761,0.000,34.044790,22.9064,0.000000
1,1 May 2024 19:39:53.000,-203.975159,-5.5713,0.000493,16.0124,0.266622,144,0.1430,0.1442,30.000,-129.204,-3.764,0.000,33.305553,22.8548,0.000000
1,1 May 2024 19:39:56.000,-203.975159,-5.5010,0.000502,16.0218,0.274378,142,0.1410,0.1422,30.000,-129.204,-3.767,0.000,32.566325,22.8025,0.000000
1,1 May 2024 19:39:59.000,-203.975159,-5.4305,0.000511,16.0308,0.282356,140,0.1390,0.1402,30.000,-129.204,-3.770,0.000,31.827105,22.7493,0.000000
1,1 May 2024 19:40:02.000,-203.975159,-5.3597,0.000520,16.0075,0.286539,137,0.1360,0.1372,30.000,-129.204,-3.773,0.000,31.087895,22.6687,0.000000
1,1 May 2024 19:40:05.000,-203.975159,-5.2886,0.000529,16.0147,0.294465,135,0.1340,0.1352,30.000,-129.204,-3.776,0.000,30.348694,22.6138,0.000000
1,1 May 2024 19:40:08.000,-203.975159,-5.2172,0.000539,16.0213,0.302607,133,0.1320,0.1332,30.000,-129.204,-3.779,0.000,29.609503,22.5581,0.000000
1,1 May 2024 19:40:11.000,-203.975159,-5.1455,0.000549,16.0272,0.310528,131,0.1300,0.1312,30.000,-129.204,-3.783,0.000,28.870321,22.5019,0.000000
1,1 May 2024 19:40:14.000,-203.975159,-5.0736,0.000559,16.0323,0.318656,129,0.1280,0.1292,30.000,-129.204,-3.786,0.000,28.131149,22.4448,0.000000
1,1 May 2024 19:40:17.000,-203.975159,-5.0013,0.000570,16.0024,0.322695,126,0.1250,0.1262,30.000,-129.204,-3.790,0.000,27.391987,22.3575,0.000000
1,1 May 2024 19:40:20.000,-203.975159,-4.9287,0.000581,16.0055,0.330949,124,0.1230,0.1242,30.000,-129.204,-3.793,0.000,26.652835,22.2980,0.000000
1,1 May 2024 19:40:23.000,-203.975159,-4.8558,0.000592,16.0078,0.339182,122,0.1210,0.1222,30.000,-129.204,-3.796,0.000,25.913692,22.2378,0.000000
1,1 May 2024 19:40:26.000,-203.975159,-4.7826,0.000604,16.0092,0.347605,120,0.1190,0.1202,30.000,-129.204,-3.800,0.000,25.174560,22.1765,0.000000
1,1 May 2024 19:40:29.000,-203.975159,-4.7091,0.000616,16.0097,0.355355,118,0.1170,0.1182,30.000,-129.204,-3.804,0.000,24.435439,22.1149,0.000000
1,1 May 2024 19:40:32.000,-203.975159,-4.6353,0.000628,16.0093,0.363287,116,0.1150,0.1162,30.000,-129.204,-3.807,0.000,23.696328,22.0522,0.000000
1,1 May 2024 19:40:35.000,-203.975159,-4.5612,0.000641,16.0078,0.372240,114,0.1130,0.1142,30.000,-129.204,-3.811,0.000,22.957228,21.9874,0.000000
1,1 May 2024 19:40:38.000,-203.975159,-4.4868,0.000654,16.0054,0.379664,112,0.1110,0.1121,30.000,-129.204,-3.815,0.000,22.218139,21.9231,0.000000
1,1 May 2024 19:40:41.000,-203.975159,-4.4120,0.000668,16.0019,0.388095,110,0.1090,0.1101,30.000,-129.204,-3.818,0.000,21.479060,21.8567,0.000000
1,1 May 2024 19:40:44.000,-203.975159,-4.3369,0.000682,16.0373,0.401548,109,0.1080,0.1091,30.000,-129.204,-3.822,0.000,20.739993,21.8234,0.000000
1,1 May 2024 19:40:47.000,-203.975159,-4.2615,0.000696,16.0323,0.410339,107,0.1060,0.1071,30.000,-129.204,-3.826,0.000,20.000937,21.7550,0.000000
1,1 May 2024 19:40:50.000,-203.975159,-4.1858,0.000711,16.0261,0.418428,105,0.1040,0.1051,30.000,-129.204,-3.830,0.000,19.261893,21.6860,0.000000
1,1 May 2024 19:40:53.000,-203.975159,-4.1097,0.000726,16.0186,0.425824,103,0.1020,0.1031,30.000,-129.204,-3.834,0.000,18.522860,21.6164,0.000000
1,1 May 2024 19:40:56.000,-203.975159,-4.0333,0.000742,16.0099,0.434167,101,0.1000,0.1011,30.000,-129.204,-3.838,0.000,17.783839,21.5445,0.000000
1,1 May 2024 19:40:59.000,-203.975159,-3.9566,0.000759,16.0434,0.447856,100,0.0990,0.1001,30.000,-129.204,-3.842,0.000,17.044831,21.5088,0.000000
1,1 May 2024 19:41:02.000,-203.975159,-3.8795,0.000775,16.0327,0.455669,98,0.0970,0.0981,30.000,-129.204,-3.846,0.000,16.305834,21.4353,0.000000
1,1 May 2024 19:41:05.000,-203.975159,-3.8021,0.000793,16.0206,0.463578,96,0.0950,0.0961,30.000,-129.204,-3.851,0.000,15.566850,21.3603,0.000000
1,1 May 2024 19:41:08.000,-203.975159,-3.7244,0.000811,16.0069,0.470779,94,0.0930,0.0941,30.000,-129.204,-3.855,0.000,14.827878,21.2843,0.000000
1,1 May 2024 19:41:11.000,-203.975159,-3.6463,0.000875,16.0386,0.485173,93,0.0920,0.0931,30.000,-129.204,-3.859,0.000,14.088919,21.2456,0.000000
1,1 May 2024 19:41:14.000,-203.975159,-3.5678,0.000897,16.0226,0.492589,91,0.0900,0.0911,30.000,-129.204,-3.864,0.000,13.349974,21.1669,0.000000
1,1 May 2024 19:41:17.000,-203.975159,-3.4890,0.000920,16.0049,0.500056,89,0.0880,0.0891,30.000,-129.204,-3.868,0.000,12.611041,21.0863,0.000000
1,1 May 2024 19:41:20.000,-203.975159,-3.4098,0.000944,16.0350,0.514115,88,0.0870,0.0881,30.000,-129.204,-3.873,0.000,11.872122,21.0461,0.000000
1,1 May 2024 19:41:23.000,-203.975159,-3.3303,0.000968,16.0147,0.520974,86,0.0850,0.0861,30.000,-129.204,-3.877,0.000,11.133215,20.9633,0.000000
1,1 May 2024 19:41:26.000,-203.975159,-3.2504,0.000994,16.0438,0.535287,85,0.0840,0.0851,30.000,-129.204,-3.882,0.000,10.394324,20.9215,0.000000
1,1 May 2024 19:41:29.000,-203.975159,-3.1701,0.001021,16.0206,0.541524,83,0.0820,0.0831,30.000,-129.204,-3.887,0.000,9.655445,20.8363,0.000000
1,1 May 2024 19:41:32.000,-203.975159,-3.0895,0.001048,16.0486,0.556035,82,0.0810,0.0821,30.000,-129.204,-3.892,0.000,8.916581,20.7929,0.000000
1,1 May 2024 19:41:35.000,-203.975159,-3.0085,0.001077,16.0224,0.562338,80,0.0790,0.0801,30.000,-129.204,-3.897,0.000,8.177731,20.7042,0.000000
1,1 May 2024 19:41:38.000,-203.975159,-2.9271,0.001107,16.0492,0.576288,79,0.0780,0.0790,30.000,-129.204,-3.902,0.000,7.438896,20.6598,0.000000
1,1 May 2024 19:41:41.000,-203.975159,-2.8453,0.001138,16.0196,0.581920,77,0.0760,0.0770,30.000,-129.204,-3.907,0.000,6.700076,20.5683,0.000000
1,1 May 2024 19:41:44.000,-203.975159,-2.7632,0.001171,16.0449,0.595972,76,0.0750,0.0760,30.000,-129.204,-3.912,0.000,5.961271,20.5219,0.000000
1,1 May 2024 19:41:47.000,-203.975159,-2.6807,0.001204,16.0117,0.600916,74,0.0730,0.0740,30.000,-129.204,-3.917,0.000,5.222481,20.4272,0.000000
