"Access","Time (UTCG)","Noise Density (dBW/Hz)","S/T SNR1 (dB)","S/T PDet1","S/T Integrated SNR (dB)","S/T Integrated PDet","S/T Pulses Integrated","S/T Integration Time (sec)","S/T Dwell Time (sec)","S/T Noise Bandwidth (MHz)","S/T Noise Power (dBW)","S/T Ambig Tgt Velocity (m/s)","S/T Ambig MLC Velocity (m/s)","S/T Ambig Tgt Range (km)","S/T Integ. Det. Thresh. (dB)","S/T Integ. CFAR Multiple"
1,1 May 2024 19:41:50.000,-203.975159,-2.5977,0.001239,16.0355,0.614372,73,0.0720,0.0730,30.000,-129.204,-3.922,0.000,4.483707,20.3796,0.000000
1,1 May 2024 19:41:53.000,-203.975159,-2.5144,0.001275,16.0589,0.628464,72,0.0710,0.0720,30.000,-129.204,-3.928,0.000,3.744948,20.3304,0.000000
1,1 May 2024 19:41:56.000,-203.975159,-2.4307,0.001313,16.0203,0.632097,70,0.0690,0.0700,30.000,-129.204,-3.933,0.000,3.006206,20.2315,0.000000
1,1 May 2024 19:41:59.000,-203.975159,-2.3465,0.001353,16.0420,0.645545,69,0.0680,0.0690,30.000,-129.204,-3.939,0.000,2.267480,20.1808,0.000000
1,1 May 2024 19:42:02.000,-203.975159,-2.2620,0.001394,16.0631,0.658938,68,0.0670,0.0680,30.000,-129.204,-3.944,0.000,1.528770,20.1293,0.000000
1,1 May 2024 19:42:05.000,-203.975159,-2.1770,0.001436,16.0184,0.661861,66,0.0650,0.0660,30.000,-129.204,-3.950,0.000,0.790077,20.0247,0.000000
1,1 May 2024 19:42:08.000,-203.975159,-2.0917,0.001481,16.0375,0.674592,65,0.0640,0.0650,30.000,-129.204,-3.956,0.000,0.051401,19.9714,0.000000
1,1 May 2024 19:42:11.000,-203.975159,-2.0059,0.001527,16.0559,0.687235,64,0.0630,0.0640,30.000,-129.204,-3.962,0.000,149.208972,19.9173,0.000000
1,1 May 2024 19:42:14.000,-203.975159,-1.9197,0.001575,16.0042,0.689382,62,0.0610,0.0620,30.000,-129.204,-3.968,0.000,148.470331,19.8061,0.000000
1,1 May 2024 19:42:17.000,-203.975159,-1.8330,0.001626,16.0203,0.701349,61,0.0600,0.0610,30.000,-129.204,-3.974,0.000,147.731708,19.7498,0.000000
1,1 May 2024 19:42:20.000,-203.975159,-1.7460,0.001678,16.0356,0.713197,60,0.0590,0.0600,30.000,-129.204,-3.980,0.000,146.993102,19.6925,0.000000
1,1 May 2024 19:42:23.000,-203.975159,-1.6585,0.001733,16.0501,0.724905,59,0.0580,0.0590,30.000,-129.204,-3.986,0.000,146.254516,19.6341,0.000000
1,1 May 2024 19:42:26.000,-203.975159,-1.5705,0.001789,16.0638,0.735984,58,0.0570,0.0580,30.000,-129.204,-3.993,0.000,145.515949,19.5755,0.000000
1,1 May 2024 19:42:29.000,-203.975159,-1.4821,0.001849,16.0766,0.747740,57,0.0560,0.0570,30.000,-129.204,-3.999,0.000,144.777400,19.5149,0.000000
1,1 May 2024 19:42:32.000,-203.975159,-1.3933,0.001911,16.0104,0.746625,55,0.0540,0.0550,30.000,-129.204,-4.006,0.000,144.038871,19.3925,0.000000
1,1 May 2024 19:42:35.000,-203.975159,-1.3040,0.002067,16.0200,0.757317,54,0.0530,0.0540,30.000,-129.204,-4.013,0.000,143.300361,19.3290,0.000000
1,1 May 2024 19:42:38.000,-203.975159,-1.2142,0.002143,16.0285,0.767394,53,0.0520,0.0530,30.000,-129.204,-4.019,0.000,142.561872,19.2651,0.000000
1,1 May 2024 19:42:41.000,-203.975159,-1.1240,0.002222,16.0360,0.776884,52,0.0510,0.0519,30.000,-129.204,-4.026,0.000,141.823403,19.2005,0.000000
1,1 May 2024 19:42:44.000,-203.975159,-1.0333,0.002306,16.0424,0.786573,51,0.0500,0.0509,30.000,-129.204,-4.033,0.000,141.084955,19.1338,0.000000
1,1 May 2024 19:42:47.000,-203.975159,-0.9422,0.002393,16.0475,0.795671,50,0.0490,0.0499,30.000,-129.204,-4.040,0.000,140.346527,19.0664,0.000000
1,1 May 2024 19:42:50.000,-203.975159,-0.8505,0.002485,16.0515,0.804205,49,0.0480,0.0489,30.000,-129.204,-4.048,0.000,139.608121,18.9983,0.000000
1,1 May 2024 19:42:53.000,-203.975159,-0.7584,0.002581,16.0540,0.812875,48,0.0470,0.0479,30.000,-129.204,-4.055,0.000,138.869737,18.9278,0.000000
1,1 May 2024 19:42:56.000,-203.975159,-0.6658,0.002683,16.0552,0.820659,47,0.0460,0.0469,30.000,-129.204,-4.063,0.000,138.131375,18.8572,0.000000
1,1 May 2024 19:42:59.000,-203.975159,-0.5727,0.002789,16.0549,0.828550,46,0.0450,0.0459,30.000,-129.204,-4.070,0.000,137.393035,18.7843,0.000000
1,1 May 2024 19:43:02.000,-203.975159,-0.4791,0.002901,16.0531,0.835611,45,0.0440,0.0449,30.000,-129.204,-4.078,0.000,136.654718,18.7110,0.000000
1,1 May 2024 19:43:05.000,-203.975159,-0.3850,0.003019,16.0496,0.842754,44,0.0430,0.0439,30.000,-129.204,-4.086,0.000,135.916425,18.6351,0.000000
1,1 May 2024 19:43:08.000,-203.975159,-0.2903,0.003143,16.0443,0.849117,43,0.0420,0.0429,30.000,-129.204,-4.094,0.000,135.178155,18.5589,0.000000
1,1 May 2024 19:43:11.000,-203.975159,-0.1952,0.003273,16.0373,0.855538,42,0.0410,0.0419,30.000,-129.204,-4.102,0.000,134.439909,18.4799,0.000000
1,1 May 2024 19:43:14.000,-203.975159,-0.0996,0.003409,16.0283,0.861106,41,0.0400,0.0409,30.000,-129.204,-4.110,0.000,133.701688,18.4006,0.000000
1,1 May 2024 19:43:17.000,-203.975159,-0.0034,0.003553,16.0172,0.866836,40,0.0390,0.0399,30.000,-129.204,-4.119,0.000,132.963492,18.3181,0.000000
1,1 May 2024 19:43:20.000,-203.975159,0.0933,0.003705,16.0040,0.871880,39,0.0380,0.0389,30.000,-129.204,-4.127,0.000,132.225321,18.2347,0.000000
1,1 May 2024 19:43:23.000,-203.975159,0.1906,0.003865,16.1012,0.888076,39,0.0380,0.0389,30.000,-129.204,-4.136,0.000,131.487176,18.2347,0.000000
1,1 May 2024 19:43:26.000,-203.975159,0.2884,0.004032,16.0862,0.892584,38,0.0370,0.0379,30.000,-129.204,-4.145,0.000,130.749056,18.1489,0.000000
1,1 May 2024 19:43:29.000,-203.975159,0.3867,0.004209,16.0687,0.896140,37,0.0360,0.0369,30.000,-129.204,-4.154,0.000,130.010964,18.0620,0.000000
1,1 May 2024 19:43:32.000,-203.975159,0.4856,0.004563,16.0486,0.899908,36,0.0350,0.0359,30.000,-129.204,-4.163,0.000,129.272899,17.9725,0.000000
1,1 May 2024 19:43:35.000,-203.975159,0.5851,0.004778,16.0258,0.903477,35,0.0340,0.0349,30.000,-129.204,-4.173,0.000,128.534862,17.8803,0.000000
1,1 May 2024 19:43:38.000,-203.975159,0.6851,0.005007,16.1258,0.917164,35,0.0340,0.0349,30.000,-129.204,-4.182,0.000,127.796853,17.8803,0.000000
1,1 May 2024 19:43:41.000,-203.975159,0.7857,0.005249,16.1005,0.919960,34,0.0330,0.0338,30.000,-129.204,-4.192,0.000,127.058873,17.7864,0.000000
1,1 May 2024 19:43:44.000,-203.975159,0.8869,0.005506,16.0720,0.922200,33,0.0320,0.0328,30.000,-129.204,-4.202,0.000,126.320922,17.6896,0.000000
1,1 May 2024 19:43:47.000,-203.975159,0.9887,0.005778,16.0402,0.924405,32,0.0310,0.0318,30.000,-129.204,-4.212,0.000,125.583001,17.5907,0.000000
1,1 May 2024 19:43:50.000,-203.975159,1.0911,0.006066,16.0047,0.926420,31,0.0300,0.0308,30.000,-129.204,-4.222,0.000,124.845110,17.4885,0.000000
1,1 May 2024 19:43:53.000,-203.975159,1.1940,0.006372,16.1076,0.937942,31,0.0300,0.0308,30.000,-129.204,-4.233,0.000,124.107251,17.4885,0.000000
1,1 May 2024 19:43:56.000,-203.975159,1.2976,0.006697,16.0688,0.939023,30,0.0290,0.0298,30.000,-129.204,-4.243,0.000,123.369423,17.3839,0.000000
1,1 May 2024 19:43:59.000,-203.975159,1.4018,0.007041,16.0258,0.940148,29,0.0280,0.0288,30.000,-129.204,-4.254,0.000,122.631626,17.2768,0.000000
1,1 May 2024 19:44:02.000,-203.975159,1.5066,0.007406,16.1306,0.950138,29,0.0280,0.0288,30.000,-129.204,-4.265,0.000,121.893863,17.2768,0.000000
1,1 May 2024 19:44:05.000,-203.975159,1.6121,0.007794,16.0837,0.951015,28,0.0270,0.0278,30.000,-129.204,-4.277,0.000,121.156132,17.1655,0.000000
1,1 May 2024 19:44:08.000,-203.975159,1.7182,0.008206,16.0318,0.951223,27,0.0260,0.0268,30.000,-129.204,-4.288,0.000,120.418436,17.0512,0.000000
1,1 May 2024 19:44:11.000,-203.975159,1.8249,0.008889,16.1386,0.959852,27,0.0260,0.0268,30.000,-129.204,-4.300,0.000,119.680774,17.0512,0.000000
1,1 May 2024 19:44:14.000,-203.975159,1.9323,0.009388,16.0821,0.960116,26,0.0250,0.0258,30.000,-129.204,-4.312,0.000,118.943147,16.9333,0.000000
1,1 May 2024 19:44:17.000,-203.975159,2.0404,0.009921,16.0198,0.959877,25,0.0240,0.0248,30.000,-129.204,-4.324,0.000,118.205556,16.8105,0.000000
1,1 May 2024 19:44:20.000,-203.975159,2.1491,0.010491,16.1285,0.967363,25,0.0240,0.0248,30.000,-129.204,-4.336,0.000,117.468002,16.8105,0.000000
1,1 May 2024 19:44:23.000,-203.975159,2.2585,0.011098,16.0607,0.966780,24,0.0230,0.0238,30.000,-129.204,-4.349,0.000,116.730485,16.6847,0.000000
1,1 May 2024 19:44:26.000,-203.975159,2.3686,0.011748,16.1708,0.973596,24,0.0230,0.0238,30.000,-129.204,-4.362,0.000,115.993006,16.6847,0.000000
1,1 May 2024 19:44:29.000,-203.975159,2.4794,0.012441,16.0967,0.972900,23,0.0220,0.0228,30.000,-129.204,-4.375,0.000,115.255565,16.5543,0.000000
1,1 May 2024 19:44:32.000,-203.975159,2.5909,0.013183,16.0152,0.971944,22,0.0210,0.0218,30.000,-129.204,-4.388,0.000,114.518165,16.4188,0.000000
1,1 May 2024 19:44:35.000,-203.975159,2.7032,0.013975,16.1274,0.977635,22,0.0210,0.0218,30.000,-129.204,-4.402,0.000,113.780805,16.4188,0.000000
1,1 May 2024 19:44:38.000,-203.975159,2.8161,0.014821,16.0383,0.976611,21,0.0200,0.0208,30.000,-129.204,-4.416,0.000,113.043485,16.2777,0.000000
1,1 May 2024 19:44:41.000,-203.975159,2.9298,0.015725,16.1520,0.981492,21,0.0200,0.0207,30.000,-129.204,-4.430,0.000,112.306208,16.2777,0.000000
1,1 May 2024 19:44:44.000,-203.975159,3.0442,0.017077,16.0545,0.980384,20,0.0190,0.0197,30.000,-129.204,-4.444,0.000,111.568974,16.1315,0.000000
1,1 May 2024 19:44:47.000,-203.975159,3.1593,0.018176,16.1696,0.984962,20,0.0190,0.0197,30.000,-129.204,-4.459,0.000,110.831784,16.1315,0.000000
1,1 May 2024 19:44:50.000,-203.975159,3.2753,0.019355,16.0628,0.983481,19,0.0180,0.0187,30.000,-129.204,-4.474,0.000,110.094637,15.9783,0.000000
1,1 May 2024 19:44:53.000,-203.975159,3.3920,0.020623,16.1795,0.987482,19,0.0180,0.0187,30.000,-129.204,-4.490,0.000,109.357537,15.9783,0.000000
1,1 May 2024 19:44:56.000,-203.975159,3.5094,0.021984,16.0622,0.985976,18,0.0170,0.0177,30.000,-129.204,-4.505,0.000,108.620483,15.8185,0.000000
1,1 May 2024 19:44:59.000,-203.975159,3.6277,0.023446,16.1804,0.989487,18,0.0170,0.0177,30.000,-129.204,-4.522,0.000,107.883476,15.8185,0.000000
1,1 May 2024 19:45:02.000,-203.975159,3.7468,0.025017,16.0513,0.987989,17,0.0160,0.0167,30.000,-129.204,-4.538,0.000,107.146518,15.6511,0.000000
1,1 May 2024 19:45:05.000,-203.975159,3.8667,0.026703,16.1712,0.991085,17,0.0160,0.0167,30.000,-129.204,-4.555,0.000,106.409610,15.6511,0.000000
1,1 May 2024 19:45:08.000,-203.975159,3.9874,0.029003,16.0286,0.989565,16,0.0150,0.0157,30.000,-129.204,-4.572,0.000,105.672751,15.4767,0.000000
1,1 May 2024 19:45:11.000,-203.975159,4.1089,0.031044,16.1501,0.992929,16,0.0150,0.0157,30.000,-129.204,-4.589,0.000,104.935946,15.4767,0.000000
1,1 May 2024 19:45:14.000,-203.975159,4.2313,0.033244,16.2725,0.994916,16,0.0150,0.0157,30.000,-129.204,-4.607,0.000,104.199193,15.4767,0.000000
1,1 May 2024 19:45:17.000,-203.975159,4.3546,0.035617,16.1155,0.993813,15,0.0140,0.0147,30.000,-129.204,-4.625,0.000,103.462493,15.2918,0.000000
1,1 May 2024 19:45:20.000,-203.975159,4.4787,0.038176,16.2396,0.995597,15,0.0140,0.0147,30.000,-129.204,-4.644,0.000,102.725849,15.2918,0.000000
1,1 May 2024 19:45:23.000,-203.975159,4.6037,0.040933,16.0650,0.994446,14,0.0130,0.0137,30.000,-129.204,-4.663,0.000,101.989261,15.0955,0.000000
1,1 May 2024 19:45:26.000,-203.975159,4.7296,0.044420,16.1909,0.996081,14,0.0130,0.0137,30.000,-129.204,-4.682,0.000,101.252731,15.0955,0.000000
1,1 May 2024 19:45:29.000,-203.975159,4.8565,0.047735,16.3177,0.997295,14,0.0130,0.0137,30.000,-129.204,-4.702,0.000,100.516259,15.0955,0.000000
1,1 May 2024 19:45:32.000,-203.975159,4.9842,0.051319,16.1236,0.996353,13,0.0120,0.0127,30.000,-129.204,-4.723,0.000,99.779848,14.8898,0.000000
1,1 May 2024 19:45:35.000,-203.975159,5.1129,0.055193,16.2523,0.997500,13,0.0120,0.0127,30.000,-129.204,-4.743,0.000,99.043497,14.8898,0.000000
1,1 May 2024 19:45:38.000,-203.975159,5.2425,0.059377,16.0343,0.996467,12,0.0110,0.0117,30.000,-129.204,-4.765,0.000,98.307211,14.6689,0.000000
1,1 May 2024 19:45:41.000,-203.975159,5.3731,0.063894,16.1649,0.997590,12,0.0110,0.0117,30.000,-129.204,-4.786,0.000,97.570988,14.6689,0.000000
1,1 May 2024 19:45:44.000,-203.975159,5.5047,0.069404,16.2965,0.998396,12,0.0110,0.0116,30.000,-129.204,-4.809,0.000,96.834831,14.6689,0.000000
1,1 May 2024 19:45:47.000,-203.975159,5.6372,0.074816,16.0511,0.997516,11,0.0100,0.0106,30.000,-129.204,-4.831,0.000,96.098742,14.4353,0.000000
1,1 May 2024 19:45:50.000,-203.975159,5.7708,0.080668,16.1847,0.998349,11,0.0100,0.0106,30.000,-129.204,-4.855,0.000,95.362722,14.4353,0.000000
1,1 May 2024 19:45:53.000,-203.975159,5.9054,0.086992,16.3193,0.998931,11,0.0100,0.0106,30.000,-129.204,-4.879,0.000,94.626772,14.4353,0.000000
1,1 May 2024 19:45:56.000,-203.975159,6.0410,0.093818,16.0410,0.998180,10,0.0090,0.0096,30.000,-129.204,-4.903,0.000,93.890894,14.1821,0.000000
1,1 May 2024 19:45:59.000,-203.975159,6.1777,0.101912,16.1777,0.998819,10,0.0090,0.0096,30.000,-129.204,-4.928,0.000,93.155091,14.1821,0.000000
1,1 May 2024 19:46:02.000,-203.975159,6.3154,0.110041,16.3154,0.999255,10,0.0090,0.0096,30.000,-129.204,-4.954,0.000,92.419363,14.1821,0.000000
1,1 May 2024 19:46:05.000,-203.975159,6.4542,0.118817,16.4542,0.999543,10,0.0090,0.0096,30.000,-129.204,-4.980,0.000,91.683713,14.1821,0.000000
1,1 May 2024 19:46:08.000,-203.975159,6.5942,0.128278,16.1366,0.999088,9,0.0080,0.0086,30.000,-129.204,-5.007,0.000,90.948143,13.9085,0.000000
1,1 May 2024 19:46:11.000,-203.975159,6.7352,0.139211,16.2776,0.999437,9,0.0080,0.0086,30.000,-129.204,-5.034,0.000,90.212654,13.9085,0.000000
1,1 May 2024 19:46:14.000,-203.975159,6.8774,0.150382,16.4198,0.999663,9,0.0080,0.0086,30.000,-129.204,-5.063,0.000,89.477249,13.9085,0.000000
1,1 May 2024 19:46:17.000,-203.975159,7.0208,0.162405,16.0517,0.999215,8,0.0070,0.0076,30.000,-129.204,-5.092,0.000,88.741930,13.6104,0.000000
1,1 May 2024 19:46:20.000,-203.975159,7.1653,0.175963,16.1962,0.999523,8,0.0070,0.0076,30.000,-129.204,-5.121,0.000,88.006698,13.6104,0.000000
1,1 May 2024 19:46:23.000,-203.975159,7.3110,0.190022,16.3419,0.999719,8,0.0070,0.0076,30.000,-129.204,-5.152,0.000,87.271556,13.6104,0.000000
1,1 May 2024 19:46:26.000,-203.975159,7.4579,0.205103,16.4888,0.999841,8,0.0070,0.0076,30.000,-129.204,-5.183,0.000,86.536507,13.6104,0.000000
1,1 May 2024 19:46:29.000,-203.975159,7.6061,0.221241,16.0571,0.999525,7,0.0060,0.0066,30.000,-129.204,-5.215,0.000,85.801553,13.2822,0.000000
1,1 May 2024 19:46:32.000,-203.975159,7.7555,0.239281,16.2065,0.999723,7,0.0060,0.0066,30.000,-129.204,-5.248,0.000,85.066696,13.2822,0.000000
1,1 May 2024 19:46:35.000,-203.975159,7.9062,0.257890,16.3572,0.999844,7,0.0060,0.0066,30.000,-129.204,-5.282,0.000,84.331939,13.2822,0.000000
1,1 May 2024 19:46:38.000,-203.975159,8.0582,0.277681,16.5092,0.999916,7,0.0060,0.0066,30.000,-129.204,-5.316,0.000,83.597285,13.2822,0.000000
1,1 May 2024 19:46:41.000,-203.975159,8.2115,0.299515,16.6625,0.999956,7,0.0060,0.0066,30.000,-129.204,-5.352,0.000,82.862735,13.2822,0.000000
1,1 May 2024 19:46:44.000,-203.975159,8.3662,0.321979,16.1477,0.999806,6,0.0050,0.0055,30.000,-129.204,-5.389,0.000,82.128295,12.9161,0.000000
1,1 May 2024 19:46:47.000,-203.975159,8.5222,0.346362,16.3037,0.999895,6,0.0050,0.0055,30.000,-129.204,-5.426,0.000,81.393965,12.9161,0.000000
1,1 May 2024 19:46:50.000,-203.975159,8.6796,0.371510,16.4612,0.999945,6,0.0050,0.0055,30.000,-129.204,-5.465,0.000,80.659749,12.9161,0.000000
1,1 May 2024 19:46:53.000,-203.975159,8.8385,0.397850,16.6200,0.999973,6,0.0050,0.0055,30.000,-129.204,-5.504,0.000,79.925651,12.9161,0.000000
1,1 May 2024 19:46:56.000,-203.975159,8.9987,0.426160,16.7803,0.999987,6,0.0050,0.0055,30.000,-129.204,-5.545,0.000,79.191674,12.9161,0.000000
1,1 May 2024 19:46:59.000,-203.975159,9.1605,0.454940,16.1502,0.999903,5,0.0040,0.0045,30.000,-129.204,-5.587,0.000,78.457820,12.4987,0.000000
1,1 May 2024 19:47:02.000,-203.975159,9.3237,0.485458,16.3134,0.999950,5,0.0040,0.0045,30.000,-129.204,-5.630,0.000,77.724094,12.4987,0.000000
1,1 May 2024 19:47:05.000,-203.975159,9.4884,0.516264,16.4781,0.999976,5,0.0040,0.0045,30.000,-129.204,-5.675,0.000,76.990500,12.4987,0.000000
1,1 May 2024 19:47:08.000,-203.975159,9.6547,0.548505,16.6444,0.999989,5,0.0040,0.0045,30.000,-129.204,-5.720,0.000,76.257040,12.4987,0.000000
1,1 May 2024 19:47:11.000,-203.975159,9.8226,0.580682,16.8123,0.999995,5,0.0040,0.0045,30.000,-129.204,-5.767,0.000,75.523719,12.4987,0.000000
1,1 May 2024 19:47:14.000,-203.975159,9.9921,0.613910,16.0127,0.999923,4,0.0030,0.0035,30.000,-129.204,-5.816,0.000,74.790542,12.0173,0.000000
1,1 May 2024 19:47:17.000,-203.975159,10.1632,0.647182,16.1838,0.999962,4,0.0030,0.0035,30.000,-129.204,-5.866,0.000,74.057512,12.0173,0.000000
1,1 May 2024 19:47:20.000,-203.975159,10.3359,0.679792,16.3565,0.999982,4,0.0030,0.0035,30.000,-129.204,-5.917,0.000,73.324634,12.0173,0.000000
1,1 May 2024 19:47:23.000,-203.975159,10.5104,0.712514,16.5310,0.999992,4,0.0030,0.0035,30.000,-129.204,-5.970,0.000,72.591912,12.0173,0.000000
1,1 May 2024 19:47:26.000,-203.975159,10.6866,0.744438,16.7072,0.999997,4,0.0030,0.0035,30.000,-129.204,-6.025,0.000,71.859352,12.0173,0.000000
1,1 May 2024 19:47:29.000,-203.975159,10.8646,0.774802,16.8852,0.999999,4,0.0030,0.0035,30.000,-129.204,-6.081,0.000,71.126957,12.0173,0.000000
1,1 May 2024 19:47:32.000,-203.975159,11.0443,0.804330,17.0649,1.000000,4,0.0030,0.0035,30.000,-129.204,-6.139,0.000,70.394735,12.0173,0.000000
1,1 May 2024 19:47:35.000,-203.975159,11.2259,0.832160,17.2465,1.000000,4,0.0030,0.0035,30.000,-129.204,-6.199,0.000,69.662689,12.0173,0.000000
1,1 May 2024 19:47:38.000,-203.975159,11.4094,0.858038,16.1806,0.999986,3,0.0020,0.0025,30.000,-129.204,-6.261,0.000,68.930827,11.4389,0.000000
1,1 May 2024 19:47:41.000,-203.975159,11.5948,0.881233,16.3660,0.999994,3,0.0020,0.0025,30.000,-129.204,-6.325,0.000,68.199152,11.4389,0.000000
1,1 May 2024 19:47:44.000,-203.975159,11.7821,0.902646,16.5533,0.999998,3,0.0020,0.0025,30.000,-129.204,-6.391,0.000,67.467673,11.4389,0.000000
1,1 May 2024 19:47:47.000,-203.975159,11.9714,0.921595,16.7426,0.999999,3,0.0020,0.0024,30.000,-129.204,-6.459,0.000,66.736395,11.4389,0.000000
1,1 May 2024 19:47:50.000,-203.975159,12.1628,0.938041,16.9340,1.000000,3,0.0020,0.0024,30.000,-129.204,-6.529,0.000,66.005324,11.4389,0.000000
1,1 May 2024 19:47:53.000,-203.975159,12.3562,0.952010,17.1274,1.000000,3,0.0020,0.0024,30.000,-129.204,-6.602,0.000,65.274469,11.4389,0.000000
1,1 May 2024 19:47:56.000,-203.975159,12.5517,0.963595,17.3229,1.000000,3,0.0020,0.0024,30.000,-129.204,-6.677,0.000,64.543835,11.4389,0.000000
1,1 May 2024 19:47:59.000,-203.975159,12.7494,0.973995,17.5207,1.000000,3,0.0020,0.0024,30.000,-129.204,-6.755,0.000,63.813431,11.4389,0.000000
1,1 May 2024 19:48:02.000,-203.975159,12.9494,0.981454,17.7206,1.000000,3,0.0020,0.0024,30.000,-129.204,-6.836,0.000,63.083266,11.4389,0.000000
1,1 May 2024 19:48:05.000,-203.975159,13.1515,0.987175,16.1618,0.999996,2,0.0010,0.0014,30.000,-129.204,-6.919,0.000,62.353346,10.7042,0.000000
1,1 May 2024 19:48:08.000,-203.975159,13.3560,0.991423,16.3663,0.999999,2,0.0010,0.0014,30.000,-129.204,-7.006,0.000,61.623682,10.7042,0.000000
1,1 May 2024 19:48:11.000,-203.975159,13.5629,0.994470,16.5732,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.095,0.000,60.894282,10.7042,0.000000
1,1 May 2024 19:48:14.000,-203.975159,13.7721,0.996574,16.7824,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.188,0.000,60.165156,10.7042,0.000000
1,1 May 2024 19:48:17.000,-203.975159,13.9838,0.997968,16.9941,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.285,0.000,59.436313,10.7042,0.000000
1,1 May 2024 19:48:20.000,-203.975159,14.1981,0.998850,17.2084,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.385,0.000,58.707766,10.7042,0.000000
1,1 May 2024 19:48:23.000,-203.975159,14.4149,0.999382,17.4252,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.488,0.000,57.979524,10.7042,0.000000
1,1 May 2024 19:48:26.000,-203.975159,14.6344,0.999687,17.6447,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.596,0.000,57.251599,10.7042,0.000000
1,1 May 2024 19:48:29.000,-203.975159,14.8566,0.999850,17.8669,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.708,0.000,56.524005,10.7042,0.000000
1,1 May 2024 19:48:32.000,-203.975159,15.0816,0.999933,18.0919,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.824,0.000,55.796753,10.7042,0.000000
1,1 May 2024 19:48:35.000,-203.975159,15.3094,0.999972,18.3197,1.000000,2,0.0010,0.0014,30.000,-129.204,-7.945,0.000,55.069857,10.7042,0.000000
1,1 May 2024 19:48:38.000,-203.975159,15.5401,0.999989,18.5504,1.000000,2,0.0010,0.0014,30.000,-129.204,-8.071,0.000,54.343332,10.7042,0.000000
1,1 May 2024 19:48:41.000,-203.975159,15.7738,0.999996,18.7841,1.000000,2,0.0010,0.0014,30.000,-129.204,-8.202,0.000,53.617193,10.7042,0.000000
1,1 May 2024 19:48:44.000,-203.975159,16.0105,0.999999,16.0105,0.999999,1,0.0000,0.0004,30.000,-129.204,-8.339,0.000,52.891455,9.6428,0.000000
1,1 May 2024 19:48:47.000,-203.975159,16.2504,1.000000,16.2504,1.000000,1,0.0000,0.0003,30.000,-129.204,-8.481,0.000,52.166136,9.6428,0.000000
1,1 May 2024 19:48:50.000,-203.975159,16.4935,1.000000,16.4935,1.000000,1,0.0000,0.0003,30.000,-129.204,-8.630,0.000,51.441253,9.6428,0.000000
1,1 May 2024 19:48:53.000,-203.975159,16.7398,1.000000,16.7398,1.000000,1,0.0000,0.0003,30.000,-129.204,-8.784,0.000,50.716825,9.6428,0.000000
1,1 May 2024 19:48:56.000,-203.975159,16.9896,1.000000,16.9896,1.000000,1,0.0000,0.0003,30.000,-129.204,-8.946,0.000,49.992872,9.6428,0.000000
1,1 May 2024 19:48:59.000,-203.975159,17.2428,1.000000,17.2428,1.000000,1,0.0000,0.0003,30.000,-129.204,-9.114,0.000,49.269414,9.6428,0.000000
1,1 May 2024 19:49:02.000,-203.975159,17.4996,1.000000,17.4996,1.000000,1,0.0000,0.0003,30.000,-129.204,-9.291,0.000,48.546474,9.6428,0.000000
1,1 May 2024 19:49:05.000,-203.975159,17.7601,1.000000,17.7601,1.000000,1,0.0000,0.0003,30.000,-129.204,-9.475,0.000,47.824076,9.6428,0.000000
1,1 May 2024 19:49:08.000,-203.975159,18.0243,1.000000,18.0243,1.000000,1,0.0000,0.0003,30.000,-129.204,-9.668,0.000,47.102244,9.6428,0.000000
1,1 May 2024 19:49:11.000,-203.975159,18.2923,1.000000,18.2923,1.000000,1,0.0000,0.0003,30.000,-129.204,-9.870,0.000,46.381006,9.6428,0.000000
1,1 May 2024 19:49:14.000,-203.975159,18.5643,1.000000,18.5643,1.000000,1,0.0000,0.0003,30.000,-129.204,-10.082,0.000,45.660387,9.6428,0.000000
1,1 May 2024 19:49:17.000,-203.975159,18.8404,1.000000,18.8404,1.000000,1,0.0000,0.0003,30.000,-129.204,-10.304,0.000,44.940421,9.6428,0.000000
1,1 May 2024 19:49:20.000,-203.975159,19.1207,1.000000,19.1207,1.000000,1,0.0000,0.0003,30.000,-129.204,-10.536,0.000,44.221136,9.6428,0.000000
1,1 May 2024 19:49:23.000,-203.975159,19.4053,1.000000,19.4053,1.000000,1,0.0000,0.0003,30.000,-129.204,-10.781,0.000,43.502569,9.6428,0.000000
1,1 May 2024 19:49:26.000,-203.975159,19.6944,1.000000,19.6944,1.000000,1,0.0000,0.0003,30.000,-129.204,-11.038,0.000,42.784754,9.6428,0.000000
1,1 May 2024 19:49:29.000,-203.975159,19.9880,1.000000,19.9880,1.000000,1,0.0000,0.0003,30.000,-129.204,-11.308,0.000,42.067730,9.6428,0.000000
1,1 May 2024 19:49:32.000,-203.975159,20.2863,1.000000,20.2863,1.000000,1,0.0000,0.0003,30.000,-129.204,-11.592,0.000,41.351540,9.6428,0.000000
1,1 May 2024 19:49:35.000,-203.975159,20.5894,1.000000,20.5894,1.000000,1,0.0000,0.0003,30.000,-129.204,-11.892,0.000,40.636226,9.6428,0.000000
