                                                 27 Sep 2025 16:43:25
Aircraft-MissionAcft


      Time (UTCG)          Ground Speed (nm/hr)    Fuel Consumed (lb)
1 May 2024 17:10:36.752              249.679705              1663.140
1 May 2024 17:10:37.752              249.681343              1665.733
1 May 2024 17:10:38.752              249.682981              1668.326
1 May 2024 17:10:39.752              249.684620              1670.919
1 May 2024 17:10:40.752              249.686259              1673.512
1 May 2024 17:10:41.752              249.687899              1676.105
1 May 2024 17:10:42.752              249.689540              1678.699
1 May 2024 17:10:43.252              249.690394              1679.995
1 May 2024 17:10:43.352              249.690579              1680.254
1 May 2024 17:10:43.402              249.690674              1680.382
1 May 2024 17:10:43.502              250.556517              1680.641
1 May 2024 17:10:43.616              251.547180              1680.936
1 May 2024 17:10:43.816              253.277025              1681.451
1 May 2024 17:10:43.986              254.745103              1681.885
1 May 2024 17:10:44.401              258.333175              1682.939
1 May 2024 17:10:44.796              261.734201              1683.929
1 May 2024 17:10:45.190              265.132247              1684.907
1 May 2024 17:10:45.585              268.527398              1685.875
1 May 2024 17:10:45.980              271.919752              1686.833
1 May 2024 17:10:46.375              275.309419              1687.780
1 May 2024 17:10:46.770              278.696518              1688.716
1 May 2024 17:10:47.165              282.081183              1689.641
1 May 2024 17:10:47.560              285.463563              1690.556
1 May 2024 17:10:47.956              288.843815              1691.460
1 May 2024 17:10:48.351              292.222110              1692.353
1 May 2024 17:10:48.747              295.598633              1693.236
1 May 2024 17:10:49.143              298.973580              1694.119
1 May 2024 17:10:49.539              302.347158              1695.006
1 May 2024 17:10:49.935              305.719589              1695.897
1 May 2024 17:10:50.331              309.091106              1696.792
1 May 2024 17:10:50.727              312.461954              1697.693
1 May 2024 17:10:51.123              315.832393              1698.597
1 May 2024 17:10:51.520              319.202692              1699.506
1 May 2024 17:10:51.916              322.573136              1700.419
1 May 2024 17:10:52.313              325.944018              1701.336
1 May 2024 17:10:52.610              328.472653              1702.027
1 May 2024 17:10:52.908              331.001843              1702.721
1 May 2024 17:10:53.205              333.531725              1703.417
1 May 2024 17:10:53.503              336.062443              1704.115
1 May 2024 17:10:53.801              338.594142              1704.815
1 May 2024 17:10:54.098              341.126973              1705.519
1 May 2024 17:10:54.396              343.661088              1706.224
1 May 2024 17:10:54.694              346.196646              1706.932
1 May 2024 17:10:54.992              348.733809              1707.643
1 May 2024 17:10:55.289              351.272741              1708.356
1 May 2024 17:10:55.481              352.904182              1708.815
1 May 2024 17:10:55.786              355.508685              1709.549
1 May 2024 17:10:56.084              358.053171              1710.268
1 May 2024 17:10:56.382              360.600063              1710.990
1 May 2024 17:10:56.680              363.149543              1711.714
1 May 2024 17:10:56.978              365.701798              1712.441
1 May 2024 17:10:57.276              368.257017              1713.170
1 May 2024 17:10:57.574              370.815392              1713.901
1 May 2024 17:10:57.872              373.377120              1714.635
1 May 2024 17:10:58.170              375.942399              1715.372
1 May 2024 17:10:58.468              378.511433              1716.110
1 May 2024 17:10:58.766              381.084428              1716.852
1 May 2024 17:10:59.064              383.661591              1717.595
1 May 2024 17:10:59.363              386.243136              1718.341
1 May 2024 17:10:59.661              388.829276              1719.089
1 May 2024 17:10:59.959              391.420230              1719.840
1 May 2024 17:11:00.257              394.016219              1720.593
1 May 2024 17:11:00.556              396.617465              1721.349
1 May 2024 17:11:00.854              399.224193              1722.107
1 May 2024 17:11:01.153              401.836633              1722.868
1 May 2024 17:11:01.451              404.455015              1723.630
1 May 2024 17:11:01.749              407.079570              1724.396
1 May 2024 17:11:02.048              409.710535              1725.163
1 May 2024 17:11:02.346              412.348145              1725.934
1 May 2024 17:11:02.645              414.992638              1726.706
1 May 2024 17:11:02.943              417.644256              1727.481
1 May 2024 17:11:03.242              420.303239              1728.258
1 May 2024 17:11:03.540              422.969829              1729.038
1 May 2024 17:11:03.839              425.644272              1729.820
1 May 2024 17:11:04.137              428.326811              1730.605
1 May 2024 17:11:04.408              430.762291              1731.317
1 May 2024 17:11:04.635              432.816369              1731.918
1 May 2024 17:11:04.934              435.521702              1732.709
1 May 2024 17:11:05.232              438.236033              1733.502
1 May 2024 17:11:05.531              440.959610              1734.298
1 May 2024 17:11:05.830              443.692679              1735.096
1 May 2024 17:11:06.128              446.435485              1735.897
1 May 2024 17:11:06.427              449.188274              1736.699
1 May 2024 17:11:06.726              451.951290              1737.505
1 May 2024 17:11:07.024              454.724774              1738.313
1 May 2024 17:11:07.323              457.508968              1739.123
1 May 2024 17:11:07.560              459.721463              1739.766
1 May 2024 17:11:10.712              479.729122              1748.464
1 May 2024 17:31:50.559              479.614583              5192.482
1 May 2024 17:52:30.459              479.529700              8636.649
1 May 2024 18:13:10.359              479.475090             12080.816
1 May 2024 18:31:40.762              479.451834             15165.269
1 May 2024 18:52:20.659              479.453838             18609.427
1 May 2024 19:13:00.559              479.484045             22053.594
1 May 2024 19:33:40.459              479.540528             25497.760
1 May 2024 19:52:13.124              479.611609             28588.498
1 May 2024 19:52:13.316              479.612198             28589.031
1 May 2024 19:52:13.516              479.612657             28589.586
1 May 2024 19:52:13.716              479.612958             28590.142
1 May 2024 19:52:13.916              479.613099             28590.697
1 May 2024 19:52:13.964              479.613109             28590.830
1 May 2024 19:52:14.064              479.621642             28591.107
1 May 2024 20:34:23.934              480.067272             35618.524
1 May 2024 21:08:07.435              480.401281             41239.361
1 May 2024 21:08:08.435              480.379888             41242.139
1 May 2024 21:08:09.435              480.315368             41244.917
1 May 2024 21:08:10.435              480.207726             41247.695
1 May 2024 21:08:11.435              480.056972             41250.473
1 May 2024 21:08:12.435              479.863117             41253.250
1 May 2024 21:08:13.435              479.626179             41256.028
1 May 2024 21:08:14.435              479.346175             41258.806
1 May 2024 21:08:15.435              479.023130             41261.584
1 May 2024 21:08:15.925              478.849067             41262.945
1 May 2024 21:08:16.925              478.850761             41265.723
1 May 2024 21:08:17.925              478.852457             41268.501
1 May 2024 21:08:18.925              478.854153             41271.279
1 May 2024 21:08:19.925              478.855849             41274.056
1 May 2024 21:08:20.925              478.857545             41276.834
1 May 2024 21:08:21.925              478.859241             41279.612
1 May 2024 21:08:22.925              478.860937             41282.390
1 May 2024 21:08:23.925              478.862633             41285.168
1 May 2024 21:08:24.925              478.864329             41287.945
1 May 2024 21:08:25.925              478.866025             41290.723
1 May 2024 21:08:26.925              478.867721             41293.501
1 May 2024 21:08:27.925              478.869417             41296.279
1 May 2024 21:08:28.925              478.871113             41299.056
1 May 2024 21:08:29.925              478.872809             41301.834
1 May 2024 21:08:30.925              478.874505             41304.612
1 May 2024 21:08:31.925              478.876202             41307.390
1 May 2024 21:08:32.925              478.877898             41310.168
1 May 2024 21:08:33.925              478.879594             41312.945
1 May 2024 21:08:34.925              478.881290             41315.723
1 May 2024 21:08:35.925              478.882986             41318.501
1 May 2024 21:08:36.925              478.884683             41321.279
1 May 2024 21:08:37.925              478.886379             41324.056
1 May 2024 21:08:38.925              478.888075             41326.834
1 May 2024 21:08:39.925              478.889771             41329.612
1 May 2024 21:08:40.925              478.891468             41332.390
1 May 2024 21:08:41.925              478.893164             41335.168
1 May 2024 21:08:42.925              478.894860             41337.945
1 May 2024 21:08:43.925              478.896556             41340.723
1 May 2024 21:08:44.925              478.898253             41343.501
1 May 2024 21:08:45.925              478.899949             41346.279
1 May 2024 21:08:46.925              478.901646             41349.056
1 May 2024 21:08:47.925              478.903342             41351.834
1 May 2024 21:08:48.925              478.905038             41354.612
1 May 2024 21:08:49.925              478.906735             41357.390
1 May 2024 21:08:50.925              478.908431             41360.168
1 May 2024 21:08:51.925              478.910128             41362.945
1 May 2024 21:08:52.925              478.911824             41365.723
1 May 2024 21:08:53.925              478.913521             41368.501
1 May 2024 21:08:54.925              478.915217             41371.279
1 May 2024 21:08:55.925              478.916914             41374.056
1 May 2024 21:08:56.925              478.918610             41376.834
1 May 2024 21:08:57.925              478.920307             41379.612
1 May 2024 21:08:58.925              478.922003             41382.390
1 May 2024 21:08:59.925              478.923700             41385.168
1 May 2024 21:09:00.925              478.925397             41387.945
1 May 2024 21:09:01.925              478.927093             41390.723
1 May 2024 21:09:02.925              478.928790             41393.501
1 May 2024 21:09:03.925              478.930487             41396.279
1 May 2024 21:09:04.925              478.932183             41399.056
1 May 2024 21:09:05.925              478.933880             41401.834
1 May 2024 21:09:06.925              478.935577             41404.612
1 May 2024 21:09:07.925              478.937273             41407.390
1 May 2024 21:09:08.925              478.938970             41410.168
1 May 2024 21:09:09.925              478.940667             41412.945
1 May 2024 21:09:10.925              478.942364             41415.723
1 May 2024 21:09:11.925              478.944060             41418.501
1 May 2024 21:09:12.925              478.945757             41421.279
1 May 2024 21:09:13.925              478.947454             41424.056
1 May 2024 21:09:14.925              478.949151             41426.834
1 May 2024 21:09:15.925              478.950848             41429.612
1 May 2024 21:09:16.925              478.952545             41432.390
1 May 2024 21:09:17.925              478.954241             41435.168
1 May 2024 21:09:18.925              478.955938             41437.945
1 May 2024 21:09:19.925              478.957635             41440.723
1 May 2024 21:09:20.925              478.959332             41443.501
1 May 2024 21:09:21.925              478.961029             41446.279
1 May 2024 21:09:22.925              478.962726             41449.056
1 May 2024 21:09:23.925              478.964423             41451.834
1 May 2024 21:09:24.925              478.966120             41454.612
1 May 2024 21:09:25.925              478.967817             41457.390
1 May 2024 21:09:26.925              478.969514             41460.168
1 May 2024 21:09:27.925              478.971211             41462.945
1 May 2024 21:09:28.925              478.972908             41465.723
1 May 2024 21:09:29.925              478.974605             41468.501
1 May 2024 21:09:30.925              478.976303             41471.279
1 May 2024 21:09:31.925              478.978000             41474.056
1 May 2024 21:09:32.925              478.979697             41476.834
1 May 2024 21:09:33.925              478.981394             41479.612
1 May 2024 21:09:34.925              478.983091             41482.390
1 May 2024 21:09:35.925              478.984788             41485.168
1 May 2024 21:09:36.925              478.986485             41487.945
1 May 2024 21:09:37.925              478.988183             41490.723
1 May 2024 21:09:38.925              478.989880             41493.501
1 May 2024 21:09:39.925              478.991577             41496.279
1 May 2024 21:09:40.925              478.993274             41499.056
1 May 2024 21:09:41.925              478.994972             41501.834
1 May 2024 21:09:42.925              478.996669             41504.612
1 May 2024 21:09:43.925              478.998366             41507.390
1 May 2024 21:09:44.925              479.000064             41510.168
1 May 2024 21:09:45.925              479.001761             41512.945
1 May 2024 21:09:46.925              479.003458             41515.723
1 May 2024 21:09:47.925              479.005156             41518.501
1 May 2024 21:09:48.925              479.006853             41521.279
1 May 2024 21:09:49.925              479.008551             41524.056
1 May 2024 21:09:50.925              479.010248             41526.834
1 May 2024 21:09:51.925              479.011945             41529.612
1 May 2024 21:09:52.925              479.013643             41532.390
1 May 2024 21:09:53.925              479.015340             41535.168
1 May 2024 21:09:54.925              479.017038             41537.945
1 May 2024 21:09:55.925              479.018735             41540.723
1 May 2024 21:09:56.925              479.020433             41543.501
1 May 2024 21:09:57.925              479.022131             41546.279
1 May 2024 21:09:58.925              479.023828             41549.056
1 May 2024 21:09:59.925              479.025526             41551.834
1 May 2024 21:10:00.925              479.027223             41554.612
1 May 2024 21:10:01.925              479.028921             41557.390
1 May 2024 21:10:02.925              479.030618             41560.168
1 May 2024 21:10:03.925              479.032316             41562.945
1 May 2024 21:10:04.925              479.034014             41565.723
1 May 2024 21:10:05.925              479.035711             41568.501
1 May 2024 21:10:06.925              479.037409             41571.279
1 May 2024 21:10:07.925              479.039107             41574.056
1 May 2024 21:10:08.925              479.040805             41576.834
1 May 2024 21:10:09.925              479.042502             41579.612
1 May 2024 21:10:10.925              479.044200             41582.390
1 May 2024 21:10:11.925              479.045898             41585.168
1 May 2024 21:10:12.925              479.047596             41587.945
1 May 2024 21:10:13.925              479.049293             41590.723
1 May 2024 21:10:14.925              479.050991             41593.501
1 May 2024 21:10:15.925              479.052689             41596.279
1 May 2024 21:10:16.925              479.054387             41599.056
1 May 2024 21:10:17.925              479.056085             41601.834
1 May 2024 21:10:18.925              479.057783             41604.612
1 May 2024 21:10:19.925              479.059481             41607.390
1 May 2024 21:10:20.925              479.061179             41610.168
1 May 2024 21:10:21.925              479.062877             41612.945
1 May 2024 21:10:22.925              479.064575             41615.723
1 May 2024 21:10:23.925              479.066272             41618.501
1 May 2024 21:10:24.925              479.067970             41621.279
1 May 2024 21:10:25.925              479.069668             41624.056
1 May 2024 21:10:26.925              479.071366             41626.834
1 May 2024 21:10:27.925              479.073065             41629.612
1 May 2024 21:10:28.925              479.074763             41632.390
1 May 2024 21:10:29.925              479.076461             41635.168
1 May 2024 21:10:30.925              479.078159             41637.945
1 May 2024 21:10:31.925              479.079857             41640.723
1 May 2024 21:10:32.925              479.081555             41643.501
1 May 2024 21:10:33.925              479.083253             41646.279
1 May 2024 21:10:34.925              479.084951             41649.056
1 May 2024 21:10:35.925              479.086649             41651.834
1 May 2024 21:10:36.925              479.088348             41654.612
1 May 2024 21:10:37.925              479.090046             41657.390
1 May 2024 21:10:38.925              479.091744             41660.168
1 May 2024 21:10:39.925              479.093442             41662.945
1 May 2024 21:10:40.925              479.095141             41665.723
1 May 2024 21:10:41.925              479.096839             41668.501
1 May 2024 21:10:42.925              479.098537             41671.279
1 May 2024 21:10:43.925              479.100235             41674.056
1 May 2024 21:10:44.925              479.101934             41676.834
1 May 2024 21:10:45.925              479.103632             41679.612
1 May 2024 21:10:46.925              479.105330             41682.390
1 May 2024 21:10:47.925              479.107029             41685.168
1 May 2024 21:10:48.925              479.108727             41687.945
1 May 2024 21:10:49.925              479.110426             41690.723
1 May 2024 21:10:50.925              479.112124             41693.501
1 May 2024 21:10:51.925              479.113822             41696.279
1 May 2024 21:10:52.925              479.115521             41699.056
1 May 2024 21:10:53.925              479.117219             41701.834
1 May 2024 21:10:54.925              479.118918             41704.612
1 May 2024 21:10:55.925              479.120616             41707.390
1 May 2024 21:10:56.925              479.122315             41710.168
1 May 2024 21:10:57.925              479.124013             41712.945
1 May 2024 21:10:58.925              479.125712             41715.723
1 May 2024 21:10:59.925              479.127410             41718.501
1 May 2024 21:11:00.925              479.129109             41721.279
1 May 2024 21:11:01.925              479.130808             41724.056
1 May 2024 21:11:02.925              479.132506             41726.834
1 May 2024 21:11:03.925              479.134205             41729.612
1 May 2024 21:11:04.925              479.135903             41732.390
1 May 2024 21:11:05.925              479.137602             41735.168
1 May 2024 21:11:06.925              479.139301             41737.945
1 May 2024 21:11:07.925              479.140999             41740.723
1 May 2024 21:11:08.925              479.142698             41743.501
1 May 2024 21:11:09.925              479.144397             41746.279
1 May 2024 21:11:10.925              479.146096             41749.056
1 May 2024 21:11:11.925              479.147794             41751.834
1 May 2024 21:11:12.925              479.149493             41754.612
1 May 2024 21:11:13.925              479.151192             41757.390
1 May 2024 21:11:14.925              479.152891             41760.168
1 May 2024 21:11:15.925              479.154590             41762.945
1 May 2024 21:11:16.925              479.156288             41765.723
1 May 2024 21:11:17.925              479.157987             41768.501
1 May 2024 21:11:18.925              479.159686             41771.279
1 May 2024 21:11:19.925              479.161385             41774.056
1 May 2024 21:11:20.925              479.163084             41776.834
1 May 2024 21:11:21.925              479.164783             41779.612
1 May 2024 21:11:22.925              479.166482             41782.390
1 May 2024 21:11:23.925              479.168181             41785.168
1 May 2024 21:11:24.925              479.169880             41787.945
1 May 2024 21:11:25.925              479.171579             41790.723
1 May 2024 21:11:26.925              479.173278             41793.501
1 May 2024 21:11:27.925              479.174977             41796.279
1 May 2024 21:11:28.925              479.176676             41799.056
1 May 2024 21:11:29.925              479.178375             41801.834
1 May 2024 21:11:30.925              479.180074             41804.612
1 May 2024 21:11:31.925              479.181773             41807.390
1 May 2024 21:11:32.925              479.183472             41810.168
1 May 2024 21:11:33.925              479.185171             41812.945
1 May 2024 21:11:34.925              479.186870             41815.723
1 May 2024 21:11:35.925              479.188569             41818.501
1 May 2024 21:11:36.925              479.190269             41821.279
1 May 2024 21:11:37.925              479.191968             41824.056
1 May 2024 21:11:38.925              479.193667             41826.834
1 May 2024 21:11:39.925              479.195366             41829.612
1 May 2024 21:11:40.925              479.197065             41832.390
1 May 2024 21:11:41.925              479.198765             41835.168
1 May 2024 21:11:42.925              479.200464             41837.945
1 May 2024 21:11:43.925              479.202163             41840.723
1 May 2024 21:11:44.925              479.203862             41843.501
1 May 2024 21:11:45.925              479.205562             41846.279
1 May 2024 21:11:46.925              479.207261             41849.056
1 May 2024 21:11:47.925              479.208960             41851.834
1 May 2024 21:11:48.925              479.210660             41854.612
1 May 2024 21:11:49.925              479.212359             41857.390
1 May 2024 21:11:50.925              479.214059             41860.168
1 May 2024 21:11:51.925              479.215758             41862.945
1 May 2024 21:11:52.925              479.217457             41865.723
1 May 2024 21:11:53.925              479.219157             41868.501
1 May 2024 21:11:54.925              479.220856             41871.279
1 May 2024 21:11:55.925              479.222556             41874.056
1 May 2024 21:11:56.925              479.224255             41876.834
1 May 2024 21:11:57.925              479.225955             41879.612
1 May 2024 21:11:58.925              479.227654             41882.390
1 May 2024 21:11:59.925              479.229354             41885.168
1 May 2024 21:12:00.925              479.231053             41887.945
1 May 2024 21:12:01.925              479.232753             41890.723
1 May 2024 21:12:02.925              479.234453             41893.501
1 May 2024 21:12:03.925              479.236152             41896.279
1 May 2024 21:12:04.925              479.237852             41899.056
1 May 2024 21:12:05.925              479.239551             41901.834
1 May 2024 21:12:06.925              479.241251             41904.612
1 May 2024 21:12:07.925              479.242951             41907.390
1 May 2024 21:12:08.925              479.244650             41910.168
1 May 2024 21:12:09.925              479.246350             41912.945
1 May 2024 21:12:10.925              479.248050             41915.723
1 May 2024 21:12:11.925              479.249750             41918.501
1 May 2024 21:12:12.925              479.251449             41921.279
1 May 2024 21:12:13.925              479.253149             41924.056
1 May 2024 21:12:14.925              479.254849             41926.834
1 May 2024 21:12:15.925              479.256549             41929.612
1 May 2024 21:12:16.925              479.258248             41932.390
1 May 2024 21:12:17.925              479.259948             41935.168
1 May 2024 21:12:18.925              479.261648             41937.945
1 May 2024 21:12:19.925              479.263348             41940.723
1 May 2024 21:12:20.925              479.265048             41943.501
1 May 2024 21:12:21.925              479.266748             41946.279
1 May 2024 21:12:22.925              479.268448             41949.056
1 May 2024 21:12:23.925              479.270148             41951.834
1 May 2024 21:12:24.925              479.271848             41954.612
1 May 2024 21:12:25.925              479.273548             41957.390
1 May 2024 21:12:26.925              479.275247             41960.168
1 May 2024 21:12:27.925              479.276947             41962.945
1 May 2024 21:12:28.925              479.278647             41965.723
1 May 2024 21:12:29.925              479.280348             41968.501
1 May 2024 21:12:30.925              479.282048             41971.279
1 May 2024 21:12:31.925              479.283748             41974.056
1 May 2024 21:12:32.925              479.285448             41976.834
1 May 2024 21:12:33.925              479.287148             41979.612
1 May 2024 21:12:34.925              479.288848             41982.390
1 May 2024 21:12:35.925              479.290548             41985.168
1 May 2024 21:12:36.925              479.292248             41987.945
1 May 2024 21:12:37.925              479.293948             41990.723
1 May 2024 21:12:38.925              479.295648             41993.501
1 May 2024 21:12:39.925              479.297349             41996.279
1 May 2024 21:12:40.925              479.299049             41999.056
1 May 2024 21:12:41.925              479.300749             42001.834
1 May 2024 21:12:42.925              479.302449             42004.612
1 May 2024 21:12:43.925              479.304150             42007.390
1 May 2024 21:12:44.925              479.305850             42010.168
1 May 2024 21:12:45.925              479.307550             42012.945
1 May 2024 21:12:46.925              479.309250             42015.723
1 May 2024 21:12:47.925              479.310951             42018.501
1 May 2024 21:12:48.925              479.312651             42021.279
1 May 2024 21:12:49.925              479.314351             42024.056
1 May 2024 21:12:50.925              479.316052             42026.834
1 May 2024 21:12:51.925              479.317752             42029.612
1 May 2024 21:12:52.925              479.319453             42032.390
1 May 2024 21:12:53.925              479.321153             42035.168
1 May 2024 21:12:54.925              479.322853             42037.945
1 May 2024 21:12:55.925              479.324554             42040.723
1 May 2024 21:12:56.925              479.326254             42043.501
1 May 2024 21:12:57.925              479.327955             42046.279
1 May 2024 21:12:58.925              479.329655             42049.056
1 May 2024 21:12:59.925              479.331356             42051.834
1 May 2024 21:13:00.925              479.333056             42054.612
1 May 2024 21:13:01.925              479.334757             42057.390
1 May 2024 21:13:02.925              479.336457             42060.168
1 May 2024 21:13:03.925              479.338158             42062.945
1 May 2024 21:13:04.925              479.339859             42065.723
1 May 2024 21:13:05.925              479.341559             42068.501
1 May 2024 21:13:06.925              479.343260             42071.279
1 May 2024 21:13:07.925              479.344960             42074.056
1 May 2024 21:13:08.925              479.346661             42076.834
1 May 2024 21:13:09.925              479.348362             42079.612
1 May 2024 21:13:10.925              479.350062             42082.390
1 May 2024 21:13:11.925              479.351763             42085.168
1 May 2024 21:13:12.925              479.353464             42087.945
1 May 2024 21:13:13.925              479.355165             42090.723
1 May 2024 21:13:14.925              479.356865             42093.501
1 May 2024 21:13:15.925              479.358566             42096.279
1 May 2024 21:13:16.925              479.360267             42099.056
1 May 2024 21:13:17.925              479.361968             42101.834
1 May 2024 21:13:18.925              479.363668             42104.612
1 May 2024 21:13:19.925              479.365369             42107.390
1 May 2024 21:13:20.925              479.367070             42110.168
1 May 2024 21:13:21.925              479.368771             42112.945
1 May 2024 21:13:22.925              479.370472             42115.723
1 May 2024 21:13:23.925              479.372173             42118.501
1 May 2024 21:13:24.925              479.373874             42121.279
1 May 2024 21:13:25.925              479.375575             42124.056
1 May 2024 21:13:26.925              479.377276             42126.834
1 May 2024 21:13:27.925              479.378977             42129.612
1 May 2024 21:13:28.925              479.380678             42132.390
1 May 2024 21:13:29.925              479.382378             42135.168
1 May 2024 21:13:30.925              479.384080             42137.945
1 May 2024 21:13:31.925              479.385781             42140.723
1 May 2024 21:13:32.925              479.387482             42143.501
1 May 2024 21:13:33.925              479.389183             42146.279
1 May 2024 21:13:34.925              479.390884             42149.056
1 May 2024 21:13:35.925              479.392585             42151.834
1 May 2024 21:13:36.925              479.394286             42154.612
1 May 2024 21:13:37.925              479.395987             42157.390
1 May 2024 21:13:38.925              479.397688             42160.168
1 May 2024 21:13:39.925              479.399389             42162.945
1 May 2024 21:13:40.925              479.401090             42165.723
1 May 2024 21:13:41.925              479.402792             42168.501
1 May 2024 21:13:42.925              479.404493             42171.279
1 May 2024 21:13:43.925              479.406194             42174.056
1 May 2024 21:13:44.925              479.407895             42176.834
1 May 2024 21:13:45.925              479.409597             42179.612
1 May 2024 21:13:46.925              479.411298             42182.390
1 May 2024 21:13:47.925              479.412999             42185.168
1 May 2024 21:13:48.925              479.414700             42187.945
1 May 2024 21:13:49.925              479.416402             42190.723
1 May 2024 21:13:50.925              479.418103             42193.501
1 May 2024 21:13:51.925              479.419804             42196.279
1 May 2024 21:13:52.925              479.421506             42199.056
1 May 2024 21:13:53.925              479.423207             42201.834
1 May 2024 21:13:54.925              479.424909             42204.612
1 May 2024 21:13:55.925              479.426610             42207.390
1 May 2024 21:13:56.925              479.428311             42210.168
1 May 2024 21:13:57.925              479.430013             42212.945
1 May 2024 21:13:58.925              479.431714             42215.723
1 May 2024 21:13:59.925              479.433416             42218.501
1 May 2024 21:14:00.925              479.435117             42221.279
1 May 2024 21:14:01.925              479.436819             42224.056
1 May 2024 21:14:02.925              479.438520             42226.834
1 May 2024 21:14:03.925              479.440222             42229.612
1 May 2024 21:14:04.925              479.441923             42232.390
1 May 2024 21:14:05.925              479.443625             42235.168
1 May 2024 21:14:06.925              479.445327             42237.945
1 May 2024 21:14:07.925              479.447028             42240.723
1 May 2024 21:14:08.925              479.448730             42243.501
1 May 2024 21:14:09.925              479.450431             42246.279
1 May 2024 21:14:10.925              479.452133             42249.056
1 May 2024 21:14:11.925              479.453835             42251.834
1 May 2024 21:14:12.925              479.455536             42254.612
1 May 2024 21:14:13.925              479.457238             42257.390
1 May 2024 21:14:14.925              479.458940             42260.168
1 May 2024 21:14:15.925              479.460642             42262.945
1 May 2024 21:14:16.925              479.462343             42265.723
1 May 2024 21:14:17.925              479.464045             42268.501
1 May 2024 21:14:18.925              479.465747             42271.279
1 May 2024 21:14:19.925              479.467449             42274.056
1 May 2024 21:14:20.925              479.469150             42276.834
1 May 2024 21:14:21.925              479.470852             42279.612
1 May 2024 21:14:22.925              479.472554             42282.390
1 May 2024 21:14:23.925              479.474256             42285.168
1 May 2024 21:14:24.925              479.475958             42287.945
1 May 2024 21:14:25.925              479.477660             42290.723
1 May 2024 21:14:26.925              479.479362             42293.501
1 May 2024 21:14:27.925              479.481064             42296.279
1 May 2024 21:14:28.925              479.482765             42299.056
1 May 2024 21:14:29.925              479.484467             42301.834
1 May 2024 21:14:30.925              479.486169             42304.612
1 May 2024 21:14:31.925              479.487871             42307.390
1 May 2024 21:14:32.925              479.489573             42310.168
1 May 2024 21:14:33.925              479.491275             42312.945
1 May 2024 21:14:34.925              479.492977             42315.723
1 May 2024 21:14:35.925              479.494680             42318.501
1 May 2024 21:14:36.925              479.496382             42321.279
1 May 2024 21:14:37.925              479.498084             42324.056
1 May 2024 21:14:38.925              479.499786             42326.834
1 May 2024 21:14:39.925              479.501488             42329.612
1 May 2024 21:14:40.925              479.503190             42332.390
1 May 2024 21:14:41.925              479.504892             42335.168
1 May 2024 21:14:42.925              479.506594             42337.945
1 May 2024 21:14:43.925              479.508297             42340.723
1 May 2024 21:14:44.925              479.509999             42343.501
1 May 2024 21:14:45.925              479.511701             42346.279
1 May 2024 21:14:46.925              479.513403             42349.056
1 May 2024 21:14:47.925              479.515105             42351.834
1 May 2024 21:14:48.925              479.516808             42354.612
1 May 2024 21:14:49.925              479.518510             42357.390
1 May 2024 21:14:50.925              479.520212             42360.168
1 May 2024 21:14:51.925              479.521915             42362.945
1 May 2024 21:14:52.925              479.523617             42365.723
1 May 2024 21:14:53.925              479.525319             42368.501
1 May 2024 21:14:54.925              479.527022             42371.279
1 May 2024 21:14:55.925              479.528724             42374.056
1 May 2024 21:14:56.925              479.530426             42376.834
1 May 2024 21:14:57.925              479.532129             42379.612
1 May 2024 21:14:58.925              479.533831             42382.390
1 May 2024 21:14:59.925              479.535534             42385.168
1 May 2024 21:15:00.925              479.537236             42387.945
1 May 2024 21:15:01.925              479.538938             42390.723
1 May 2024 21:15:02.925              479.540641             42393.501
1 May 2024 21:15:03.925              479.542343             42396.279
1 May 2024 21:15:04.925              479.544046             42399.056
1 May 2024 21:15:05.925              479.545749             42401.834
1 May 2024 21:15:06.925              479.547451             42404.612
1 May 2024 21:15:07.925              479.549154             42407.390
1 May 2024 21:15:08.925              479.550856             42410.168
1 May 2024 21:15:09.925              479.552559             42412.945
1 May 2024 21:15:10.925              479.554261             42415.723
1 May 2024 21:15:11.925              479.555964             42418.501
1 May 2024 21:15:12.925              479.557667             42421.279
1 May 2024 21:15:13.925              479.559369             42424.056
1 May 2024 21:15:14.925              479.561072             42426.834
1 May 2024 21:15:15.925              479.562775             42429.612
1 May 2024 21:15:16.925              479.564477             42432.390
1 May 2024 21:15:17.925              479.566180             42435.168
1 May 2024 21:15:18.925              479.567883             42437.945
1 May 2024 21:15:19.925              479.569586             42440.723
1 May 2024 21:15:20.925              479.571288             42443.501
1 May 2024 21:15:21.925              479.572991             42446.279
1 May 2024 21:15:22.925              479.574694             42449.056
1 May 2024 21:15:23.925              479.576397             42451.834
1 May 2024 21:15:24.925              479.578100             42454.612
1 May 2024 21:15:25.925              479.579802             42457.390
1 May 2024 21:15:26.925              479.581505             42460.168
1 May 2024 21:15:27.925              479.583208             42462.945
1 May 2024 21:15:28.925              479.584911             42465.723
1 May 2024 21:15:29.925              479.586614             42468.501
1 May 2024 21:15:30.925              479.588317             42471.279
1 May 2024 21:15:31.925              479.590020             42474.056
1 May 2024 21:15:32.925              479.591723             42476.834
1 May 2024 21:15:33.925              479.593426             42479.612
1 May 2024 21:15:34.925              479.595129             42482.390
1 May 2024 21:15:35.925              479.596832             42485.168
1 May 2024 21:15:36.925              479.598535             42487.945
1 May 2024 21:15:37.925              479.600238             42490.723
1 May 2024 21:15:38.925              479.601941             42493.501
1 May 2024 21:15:39.925              479.603644             42496.279
